;;"I01";"I01";"I01";"I01";"I01";"I01";"I02";"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I05";"I06";"I06";"I06";"I06";"I06";"I06";"I07";"I07";"I07";"I07";"I07";"I07";"I09";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I45";"I46";"I46";"I46";"I46";"I46";"I46";"I47";"I47";"I47";"I47";"I47";"I47";"I48";"I48";"I48";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I49";"I50";"I50";"I50";"I50";"I50";"I50";"I51";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52";"I52";"I55";"I55";"I55";"I55";"I55";"I55";"I56";"I56";"I56";"I56";"I56";"I56";"I58";"I58";"I58";"I58";"I58";"I58"
2022-12-10 00:00:00;2022-12-10 01:00:00;51,4063;5,4573;30,55;51,55;70,00;19;51,4379;5,3582;29,20;45,00;57,39;13373;7;51,5108;5,3606;31,39;38,63;41,21;10;51,4915;5,4391;24,99;38,81;50,57;7;51,4024;5,3515;36,52;49,48;56,92;10;51,4052;5,4582;35,24;47,36;54,45;10;51,4568;5,4383;28,77;39,46;44,71;17;51,4423;5,4843;37,89;47,34;49,88;12;51,3707;5,1565;35,19;43,35;45,13;8;51,4454;5,4854;26,83;45,37;64,27;9;51,4414;5,4714;34,72;50,06;63,30;10;51,4815;5,5199;33,42;43,84;44,82;7;51,4682;5,3902;27,36;41,43;51,99;15429;9;51,3468;5,3887;32,46;51,18;75,81;4;51,4137;5,4707;27,40;47,72;68,83;9;51,5696;5,3113;31,18;38,95;40,95;11;51,4331;5,5200;29,36;49,70;72,31;4;51,4372;5,4233;29,94;40,75;48,87;14;51,4586;5,4049;26,38;39,60;50,45;10;51,4446;5,4788;28,39;41,16;50,35;10;51,4546;5,3887;28,71;37,32;46,09;;3;51,4491;5,4569;39,95;49,54;49,69;15;51,4353;5,4800;28,11;39,26;44,62;9;51,4375;5,4518;31,38;51,67;69,10;15;51,4797;5,4751;30,46;47,48;62,32;15;51,5295;5,4719;28,95;41,44;49,78;11;51,4388;5,4821;32,83;50,51;67,63;8;51,4686;5,4723;26,59;43,43;59,87;10;51,4389;5,4649;26,24;36,56;40,12;8;51,4528;5,4851;29,34;44,13;56,93;4;51,4320;5,6272;27,80;43,13;58,06;10;51,5923;5,7813;33,44;47,16;51,50;7;51,5305;5,2846;35,78;43,97;46,37;10;51,3565;5,6360;32,81;40,86;45,50;14;51,5835;5,5480;29,26;40,01;45,40;25;51,5092;5,3782;31,20;39,99;43,41;9;51,4768;5,2616;24,85;38,58;50,30;10;51,4661;5,6785;36,74;47,56;49,57;14;51,4736;5,6531;30,11;44,70;48,82;21;51,3769;5,7723;34,39;43,84;44,99;6;51,4692;5,6347;32,21;40,61;41,65;15;51,4778;5,6569;29,08;42,16;46,08;7;51,3072;5,4218;29,87;42,43;46,05;11;51,4164;5,1265;36,62;46,25;46,30;9;51,4904;5,3941;37,26;46,20;46,53;12
2022-12-11 00:00:00;2022-12-11 01:00:00;51,4063;5,4573;23,97;29,14;37,43;23;51,4379;5,3582;23,92;28,65;35,58;13075;5;51,5108;5,3606;22,41;25,28;29,39;7;51,4915;5,4392;21,78;26,23;31,25;5;51,4024;5,3515;26,47;30,07;33,52;9;51,4052;5,4582;25,60;28,72;32,54;11;51,4568;5,4384;20,66;23,61;27,18;11;51,4423;5,4844;23,92;26,30;29,58;7;51,3706;5,1565;25,65;27,90;29,53;4;51,4454;5,4854;23,65;29,25;36,84;3;51,4416;5,4714;26,11;30,33;37,21;7;51,4815;5,5199;22,93;25,66;27,35;3;51,4682;5,3902;22,14;25,97;32,64;15042;8;51,3468;5,3887;23,22;27,11;32,91;12;51,4137;5,4706;23,31;28,99;35,50;8;51,5696;5,3113;21,66;23,91;26,97;7;51,4331;5,5199;25,87;31,51;42,07;3;51,4372;5,4233;20,32;23,24;29,01;13;51,4586;5,4049;20,38;24,43;30,38;10;51,4446;5,4788;23,29;26,81;32,14;12;;;;;;;;51,4492;5,4569;26,67;29,35;31,34;10;51,4352;5,4800;18,27;21,12;25,33;6;51,4375;5,4517;24,18;29,70;39,31;17;51,4797;5,4751;23,25;27,91;34,11;9;51,5295;5,4719;22,37;26,51;31,35;11;51,4385;5,4818;25,07;30,57;38,44;8;51,4686;5,4723;23,08;27,53;34,04;7;51,4390;5,4649;18,95;21,71;24,60;6;51,4528;5,4851;29,44;33,44;37,93;6;51,4320;5,6272;21,43;26,19;31,61;8;51,5923;5,7813;25,62;30,08;34,26;3;51,5305;5,2846;22,58;25,04;28,83;7;51,3565;5,6360;21,16;23,35;27,10;7;51,5835;5,5481;19,71;23,36;26,53;37;51,5092;5,3782;24,47;27,19;30,25;9;51,4768;5,2616;19,96;24,09;29,33;15;51,4661;5,6786;23,59;26,67;29,23;20;51,4736;5,6531;25,73;29,92;31,98;18;51,3769;5,7723;21,91;24,76;26,73;5;51,4692;5,6347;21,32;24,14;26,26;20;51,4774;5,6567;20,62;24,45;27,25;6;51,3072;5,4218;21,86;24,46;26,97;7;51,4164;5,1265;27,63;30,18;31,36;6;51,4905;5,3941;23,52;26,07;27,41;10
2022-12-12 00:00:00;2022-12-12 01:00:00;51,4063;5,4573;26,83;32,65;42,29;23;51,4379;5,3582;24,42;30,23;38,82;23327;12;51,5108;5,3606;22,89;25,44;29,31;15;51,4915;5,4392;22,17;26,93;31,96;16;51,4024;5,3515;27,49;31,79;35,94;9;51,4053;5,4582;27,14;31,08;35,99;17;51,4568;5,4384;20,35;23,49;27,24;24;51,4423;5,4844;27,16;29,82;32,62;16;51,3706;5,1565;25,43;28,32;30,24;9;51,4454;5,4854;24,82;31,43;40,73;5;51,4417;5,4717;27,69;32,42;40,36;18;51,4815;5,5199;23,29;25,89;27,36;8;51,4682;5,3902;22,33;26,59;34,00;27540;12;51,3468;5,3887;24,45;29,13;35,78;14;51,4137;5,4707;24,64;30,84;37,75;10;51,5696;5,3113;23,50;26,59;29,83;11;51,4332;5,5199;27,97;34,49;47,42;7;51,4372;5,4233;21,46;24,90;31,90;17;51,4585;5,4050;20,41;25,09;32,69;12;51,4445;5,4788;23,98;27,72;33,73;20;;;;;;;;51,4492;5,4569;27,59;30,67;33,00;23;51,4352;5,4800;19,73;22,86;27,36;18;51,4374;5,4514;24,63;31,09;41,37;23;51,4797;5,4751;24,48;29,73;36,81;17;51,5295;5,4719;25,26;29,74;34,58;21;51,4387;5,4818;26,45;31,64;41,07;17;51,4686;5,4723;23,02;27,80;35,15;18;51,4390;5,4649;19,76;23,00;26,31;16;51,4528;5,4851;28,75;33,21;39,61;6;51,4320;5,6272;23,44;28,36;33,81;11;51,5923;5,7813;25,87;28,59;32,25;10;51,5305;5,2846;23,70;26,47;29,61;8;51,3565;5,6360;22,14;24,38;27,90;21;51,5835;5,5481;20,80;24,11;26,35;26;51,5092;5,3782;25,40;28,73;32,60;15;51,4768;5,2617;19,60;24,66;31,02;12;51,4661;5,6786;26,34;29,54;32,90;14;51,4735;5,6531;27,11;31,04;33,37;20;51,3769;5,7723;22,46;25,45;28,39;9;51,4693;5,6348;23,80;26,29;28,21;20;51,4777;5,6567;21,85;25,51;28,43;12;51,3072;5,4218;22,44;25,28;27,11;11;51,4164;5,1265;27,21;30,30;31,63;12;51,4904;5,3941;24,01;26,52;27,63;18
2022-12-13 00:00:00;2022-12-13 01:00:00;51,4063;5,4574;30,20;37,16;47,61;19;51,4379;5,3582;27,19;33,39;42,35;31313;15;51,5108;5,3606;24,21;26,83;31,12;32;51,4915;5,4391;24,38;30,19;36,38;18;51,4024;5,3515;31,75;36,49;41,62;17;51,4053;5,4582;29,51;33,70;38,50;21;51,4569;5,4385;23,59;27,15;31,18;27;51,4422;5,4844;30,70;33,35;35,70;19;51,3706;5,1565;28,23;31,41;33,53;15;51,4454;5,4854;27,18;34,16;44,01;5;51,4417;5,4715;31,47;37,14;50,09;10;51,4815;5,5199;25,98;29,09;30,45;16;51,4682;5,3902;25,61;30,65;39,44;31277;28;51,3468;5,3887;28,73;34,96;47,33;7;51,4137;5,4707;27,59;35,10;43,54;19;51,5696;5,3113;25,59;28,74;32,82;19;51,4332;5,5199;30,40;36,76;47,50;8;51,4372;5,4233;24,74;28,91;36,88;20;51,4584;5,4050;22,59;27,71;35,05;11;51,4445;5,4788;26,32;30,16;35,81;15;;;;;;;;51,4492;5,4569;32,45;35,75;37,80;23;51,4352;5,4801;22,71;26,23;31,03;18;51,4374;5,4513;27,47;34,70;45,83;20;51,4797;5,4751;28,17;34,02;40,86;28;51,5295;5,4719;27,48;32,25;37,59;23;51,4387;5,4815;29,77;35,53;44,29;18;51,4686;5,4723;25,62;30,98;38,17;18;51,4390;5,4649;21,71;25,20;28,46;19;51,4528;5,4851;30,27;35,52;41,84;7;51,4320;5,6272;25,62;31,12;36,56;22;51,5923;5,7813;30,04;33,27;36,31;11;51,5305;5,2846;26,57;29,50;33,80;25;51,3565;5,6358;24,81;27,63;32,04;26;51,5835;5,5480;23,88;27,53;29,90;19;51,5092;5,3782;26,89;30,07;34,19;12;51,4768;5,2617;21,46;26,59;32,96;20;51,4660;5,6785;30,27;34,17;37,80;10;51,4735;5,6531;29,41;33,57;35,52;13;51,3769;5,7723;24,87;27,87;29,61;14;51,4693;5,6349;26,40;29,29;30,94;10;51,4778;5,6568;24,04;28,35;31,13;2;51,3072;5,4218;26,56;30,26;32,64;11;51,4165;5,1265;29,77;33,38;35,30;13;51,4904;5,3941;28,47;31,55;33,22;28
2022-12-14 00:00:00;2022-12-14 01:00:00;51,4063;5,4574;22,39;25,85;32,21;26;51,4379;5,3582;20,33;23,61;30,13;28046;21;51,5108;5,3606;18,02;19,99;23,66;27;51,4915;5,4392;19,13;22,39;26,86;31;51,4025;5,3515;24,01;27,14;31,94;27;51,4052;5,4582;21,90;24,35;29,55;37;51,4568;5,4384;15,93;17,67;20,76;32;51,4422;5,4844;20,17;21,75;25,01;29;51,3706;5,1565;20,86;22,73;24,98;10;51,4454;5,4854;21,22;24,91;31,76;5;;;;;;;51,4815;5,5199;17,89;19,53;21,72;15;51,4682;5,3902;18,65;21,14;27,43;31274;34;51,3468;5,3887;21,80;25,46;31,85;18;51,4137;5,4707;21,92;26,00;31,69;16;51,5696;5,3113;16,44;18,01;21,31;19;51,4332;5,5198;23,60;27,36;36,77;9;51,4372;5,4233;17,59;19,82;25,35;27;51,4583;5,4050;15,96;18,62;24,41;15;51,4445;5,4788;20,29;22,51;28,02;27;;;;;;;;51,4492;5,4569;20,94;22,59;24,85;28;51,4352;5,4800;15,83;17,88;21,67;24;51,4374;5,4514;19,89;23,87;32,48;34;51,4797;5,4751;20,34;23,22;27,95;30;51,5295;5,4719;19,65;22,17;26,86;39;51,4387;5,4816;21,65;24,98;32,35;32;51,4686;5,4722;19,67;22,63;28,15;22;51,4390;5,4649;16,13;18,23;21,38;33;51,4528;5,4851;26,00;28,81;34,22;9;51,4320;5,6272;19,23;22,21;26,69;30;51,5923;5,7813;20,88;22,59;26,54;17;51,5305;5,2846;18,94;21,15;25,33;34;51,3565;5,6358;17,20;18,73;23,91;31;51,5835;5,5480;16,41;18,53;21,52;31;51,5092;5,3782;20,64;22,57;26,14;19;51,4768;5,2616;16,85;19,88;24,81;26;51,4661;5,6786;20,45;22,47;25,58;22;51,4735;5,6530;22,71;25,03;26,78;35;51,3770;5,7724;15,62;17,02;19,29;14;51,4693;5,6348;19,20;21,21;23,58;31;51,4778;5,6568;16,66;19,17;22,14;17;51,3072;5,4218;19,56;21,58;23,96;13;51,4165;5,1265;21,00;22,72;24,29;14;51,4904;5,3941;18,80;20,55;22,66;26
2022-12-15 00:00:00;2022-12-15 01:00:00;51,4063;5,4573;33,37;40,68;51,82;22;51,4379;5,3582;29,89;37,18;48,94;45864;16;51,5108;5,3606;27,31;30,80;36,31;20;51,4915;5,4392;26,16;32,28;39,86;27;51,4025;5,3515;35,81;42,17;49,29;11;51,4052;5,4582;31,64;36,36;43,21;23;51,4568;5,4383;25,53;29,62;34,78;14;51,4421;5,4844;33,22;36,66;40,76;25;51,3706;5,1565;32,50;36,61;39,90;;51,4453;5,4854;29,49;36,95;48,71;4;;;;;;;51,4815;5,5199;28,89;32,48;34,66;9;51,4682;5,3902;28,19;34,16;45,02;49553;24;51,3468;5,3887;33,40;42,80;63,19;8;51,4137;5,4707;31,05;39,35;49,85;5;51,5696;5,3113;26,44;29,87;34,63;13;51,4332;5,5199;33,54;41,64;58,60;7;51,4372;5,4233;28,15;32,70;41,44;12;51,4583;5,4050;25,26;30,93;40,18;;51,4445;5,4788;28,92;33,88;42,12;9;;;;;;;;51,4492;5,4569;34,23;38,12;42,08;29;51,4352;5,4800;24,55;28,65;34,46;11;51,4375;5,4518;30,54;38,98;52,58;23;51,4797;5,4751;30,03;36,30;46,01;12;51,5295;5,4718;28,64;33,80;41,36;40;51,4386;5,4816;32,06;39,23;51,25;21;51,4686;5,4722;27,87;34,22;44,25;17;51,4390;5,4649;24,69;28,83;33,01;20;51,4527;5,4851;32,75;38,10;45,35;;51,4320;5,6272;28,46;34,47;42,71;18;51,5923;5,7813;31,56;35,59;41,71;9;51,5305;5,2846;30,62;34,28;40,07;34;51,3565;5,6358;26,69;29,73;36,01;23;51,5835;5,5480;26,05;30,25;34,41;13;51,5092;5,3782;29,01;32,83;38,22;;51,4768;5,2617;24,27;30,59;40,49;15;51,4661;5,6786;32,65;36,34;40,27;;51,4736;5,6531;31,77;36,35;39,59;5;51,3770;5,7724;28,33;31,97;35,72;11;51,4691;5,6348;28,67;31,82;34,76;;51,4775;5,6566;25,80;30,34;34,28;;51,3071;5,4218;30,50;34,75;37,42;3;51,4165;5,1266;33,70;37,87;40,07;9;51,4904;5,3941;30,99;34,33;36,20;14
2022-12-16 00:00:00;2022-12-16 01:00:00;51,4063;5,4574;28,76;36,63;47,98;16;51,4379;5,3582;27,26;32,34;39,70;30298;19;51,5108;5,3606;25,41;27,70;31,27;24;51,4915;5,4391;24,48;29,49;35,85;35;51,4024;5,3515;31,98;36,23;41,35;19;51,4052;5,4582;27,95;33,27;41,66;32;51,4568;5,4382;24,32;27,93;31,92;24;51,4419;5,4842;30,80;35,11;39,48;31;51,3706;5,1565;23,63;26,09;29,04;6;51,4453;5,4854;27,57;36,06;48,71;3;;;;;;;51,4815;5,5199;27,77;32,03;34,48;8;51,4682;5,3902;26,42;30,46;37,33;28385;24;51,3468;5,3887;29,94;37,13;52,78;10;51,4137;5,4707;27,54;36,06;46,90;7;51,5696;5,3113;23,11;25,38;28,87;14;51,4332;5,5199;30,16;39,40;55,60;7;51,4372;5,4233;24,83;28,86;35,95;15;51,4583;5,4050;24,69;29,37;38,03;;51,4445;5,4788;26,46;31,23;38,30;11;;;;;;;;51,4492;5,4569;33,14;37,12;39,54;23;51,4352;5,4800;23,03;27,85;34,06;21;51,4375;5,4518;28,29;36,36;47,53;27;51,4797;5,4751;28,15;34,53;43,69;10;51,5295;5,4719;25,88;29,94;36,07;36;51,4387;5,4820;30,16;37,88;50,51;20;51,4686;5,4723;26,53;32,99;42,82;22;51,4390;5,4649;22,97;27,20;31,42;24;51,4527;5,4851;32,54;38,28;45,91;3;51,4320;5,6272;26,90;34,05;43,72;29;51,5923;5,7813;30,98;33,95;37,12;9;51,5305;5,2846;23,07;25,89;30,77;31;51,3564;5,6360;27,86;33,51;39,68;24;51,5835;5,5480;23,81;27,44;30,51;2;51,5092;5,3781;27,35;29,91;33,07;5;51,4768;5,2617;20,34;24,31;31,03;14;51,4661;5,6786;32,12;36,69;40,29;9;51,4735;5,6531;31,14;36,34;38,95;11;51,3770;5,7724;31,01;36,36;40,00;11;51,4693;5,6348;27,72;31,04;33,75;4;51,4779;5,6567;26,70;31,61;34,74;;51,3071;5,4218;26,67;30,63;33,51;5;51,4165;5,1266;24,83;27,74;30,11;13;51,4904;5,3941;27,97;30,43;31,61;10
2022-12-17 00:00:00;2022-12-17 01:00:00;51,4063;5,4573;32,93;55,65;74,81;13;51,4379;5,3582;29,31;48,13;64,01;25359;16;51,5108;5,3606;32,30;41,59;45,60;27;51,4915;5,4392;25,01;41,45;56,12;25;51,4025;5,3515;37,96;53,88;63,06;18;51,4052;5,4582;34,37;47,00;56,23;24;51,4568;5,4383;28,90;41,23;47,84;28;51,4422;5,4843;39,70;49,23;50,89;23;51,3707;5,1565;35,63;46,89;49,84;11;51,4453;5,4854;27,06;47,45;68,74;2;;;;;;;51,4815;5,5199;34,57;45,27;46,44;11;51,4682;5,3902;28,06;44,36;57,79;23897;16;51,3468;5,3887;32,31;55,69;85,32;1;51,4136;5,4707;27,97;50,97;75,06;13;51,5696;5,3113;32,82;42,67;45,63;19;51,4332;5,5198;30,33;50,80;72,53;4;51,4372;5,4233;31,82;43,89;53,46;22;51,4583;5,4050;27,55;43,20;56,95;9;51,4445;5,4788;29,06;42,44;51,71;8;;;;;;;;51,4492;5,4570;40,83;51,85;53,26;8;51,4352;5,4800;28,77;41,01;45,39;19;51,4375;5,4517;31,83;54,76;75,73;18;51,4797;5,4751;31,13;50,06;67,32;23;51,5295;5,4719;29,53;43,63;54,66;23;51,4389;5,4822;33,37;51,38;67,37;13;51,4686;5,4723;26,91;44,61;60,28;20;51,4390;5,4649;26,72;38,23;42,08;16;51,4527;5,4851;29,50;44,87;58,37;4;51,4320;5,6272;29,26;43,41;55,81;27;51,5923;5,7813;36,78;45,83;51,14;14;51,5305;5,2846;37,54;46,72;48,96;18;51,3564;5,6359;34,11;41,62;45,31;25;51,5835;5,5481;30,41;40,07;44,04;22;51,5092;5,3781;31,85;42,72;47,80;10;51,4768;5,2617;24,16;40,13;55,10;15;51,4661;5,6786;38,44;46,72;47,94;15;51,4735;5,6531;32,30;44,08;46,69;15;51,3770;5,7724;34,85;43,08;44,87;8;51,4693;5,6348;34,07;41,26;42,10;10;51,4776;5,6568;30,76;40,29;42,24;6;51,3071;5,4218;33,18;46,42;48,80;8;51,4165;5,1266;35,58;49,98;51,42;11;51,4904;5,3941;39,18;49,93;50,93;20
2022-12-18 00:00:00;2022-12-18 01:00:00;51,4063;5,4573;31,08;37,66;45,37;16;51,4379;5,3582;27,75;33,57;40,06;27850;19;51,5108;5,3606;25,10;27,55;30,08;34;51,4915;5,4392;24,45;30,01;35,29;27;51,4024;5,3515;32,47;37,06;40,28;22;51,4052;5,4582;28,05;31,84;34,85;24;51,4567;5,4382;23,88;27,62;30,95;35;51,4422;5,4843;30,53;32,95;34,53;25;51,3707;5,1565;28,24;31,91;33,60;10;51,4454;5,4854;27,27;34,02;42,84;2;;;;;;;51,4815;5,5199;27,10;30,29;31,18;13;51,4682;5,3902;26,10;30,61;36,46;26458;19;51,3468;5,3887;31,10;37,49;48,61;1;51,4136;5,4707;28,61;36,07;43,13;15;51,5696;5,3113;24,68;27,80;30,50;22;51,4331;5,5198;30,74;36,87;46,64;5;51,4372;5,4233;24,79;28,10;33,22;28;51,4583;5,4050;22,85;27,27;32,74;11;51,4445;5,4788;27,38;31,04;35,32;15;;;;;;;;51,4492;5,4569;31,62;34,56;35,97;15;51,4352;5,4801;22,07;25,07;29,16;23;51,4373;5,4514;27,95;34,52;43,87;20;51,4797;5,4751;28,57;34,27;40,31;22;51,5295;5,4719;26,89;31,32;34,72;19;51,4388;5,4821;29,59;34,72;42,32;15;51,4685;5,4724;25,79;31,00;37,17;25;51,4390;5,4649;21,75;24,91;27,39;19;51,4527;5,4851;30,72;35,61;40,36;5;51,4320;5,6272;26,02;31,82;36,85;25;51,5923;5,7813;29,61;33,13;36,01;16;51,5305;5,2846;27,45;30,47;33,06;18;51,3564;5,6359;25,22;27,83;31,51;30;51,5835;5,5481;22,97;26,58;28,41;27;51,5092;5,3781;26,77;29,95;32,98;12;51,4768;5,2617;22,66;27,92;32,72;19;51,4661;5,6786;30,49;33,77;35,17;18;51,4735;5,6531;30,44;34,49;35,71;17;51,3770;5,7724;26,01;29,20;30,79;11;51,4693;5,6348;26,80;29,49;30,46;19;51,4776;5,6568;23,74;27,43;28,71;5;51,3071;5,4218;27,86;31,42;32,28;10;51,4165;5,1266;30,90;35,30;36,07;12;51,4904;5,3941;28,13;31,00;31,77;21
2022-12-19 00:00:00;2022-12-19 01:00:00;51,4063;5,4573;10,60;12,92;18,46;22;51,4379;5,3582;9,68;11,43;15,22;11922;8;51,5107;5,3606;10,01;11,03;13,89;7;51,4915;5,4391;9,71;11,25;14,57;8;51,4024;5,3515;10,24;11,61;15,00;19;51,4052;5,4582;9,96;11,20;14,28;20;51,4568;5,4383;8,64;9,74;12,56;15;51,4422;5,4844;9,02;10,04;12,40;6;51,3707;5,1565;10,31;11,27;13,63;1;51,4454;5,4854;10,47;12,53;16,52;2;;;;;;;51,4815;5,5199;9,17;10,27;12,25;7;51,4682;5,3901;10,79;12,35;17,06;26411;10;51,3468;5,3887;10,27;12,16;18,54;1;51,4135;5,4707;10,35;12,58;16,29;8;51,5696;5,3113;8,88;9,86;12,83;10;51,4332;5,5198;11,74;14,01;20,49;2;51,4372;5,4233;8,97;10,13;13,66;16;51,4585;5,4050;8,23;9,76;13,80;9;51,4445;5,4788;11,93;13,39;17,09;13;;;;;;;;51,4492;5,4569;10,71;11,86;13,99;8;51,4351;5,4799;7,43;8,54;11,58;7;51,4373;5,4513;10,82;13,10;18,36;12;51,4797;5,4751;9,97;11,71;15,57;16;51,5295;5,4719;9,62;11,01;13,87;12;51,4386;5,4815;10,59;12,27;16,74;10;51,4685;5,4724;10,48;12,14;15,80;9;51,4390;5,4649;7,35;8,36;10,62;8;51,4527;5,4851;18,99;20,56;24,09;5;51,4320;5,6272;9,35;11,15;14,36;12;51,5923;5,7813;13,16;15,06;19,51;6;51,5305;5,2846;6,60;7,53;10,42;6;51,3564;5,6359;9,33;10,38;13,41;8;51,5835;5,5480;8,28;9,61;12,32;49;51,5092;5,3781;11,48;12,49;14,98;7;51,4769;5,2617;7,62;9,00;12,55;24;51,4660;5,6785;10,15;11,43;13,93;15;51,4735;5,6531;13,82;15,53;17,73;16;51,3770;5,7724;9,41;10,58;12,63;3;51,4693;5,6348;9,07;10,21;12,28;17;51,4777;5,6568;11,43;13,39;15,51;4;51,3071;5,4218;7,86;9,05;11,68;7;51,4165;5,1265;10,46;11,59;13,81;5;51,4904;5,3941;9,14;10,19;12,39;14
2022-12-20 00:00:00;2022-12-20 01:00:00;51,4063;5,4574;5,49;6,85;12,96;28;51,4379;5,3582;5,93;7,10;11,57;9188;12;51,5107;5,3606;6,22;7,04;10,22;5;51,4915;5,4392;5,23;6,03;9,51;7;51,4024;5,3515;5,21;6,23;10,25;22;51,4052;5,4582;4,49;5,26;9,05;22;51,4569;5,4384;3,50;4,17;7,64;14;51,4421;5,4844;4,00;4,84;7,79;6;51,3706;5,1565;6,02;6,67;9,53;1;51,4454;5,4854;6,27;7,41;12,06;2;;;;;;;51,4815;5,5199;3,54;4,16;6,80;7;51,4682;5,3902;6,66;7,71;12,71;16428;11;51,3468;5,3887;5,59;6,78;13,73;1;51,4135;5,4707;6,03;7,01;10,76;12;51,5696;5,3113;4,70;5,30;8,41;9;51,4332;5,5198;6,86;8,32;15,30;2;51,4372;5,4233;4,82;5,65;9,85;18;51,4586;5,4050;4,18;5,20;9,93;15;51,4445;5,4788;7,00;7,94;12,31;19;;;;;;;;51,4491;5,4569;4,85;5,60;8,38;13;51,4351;5,4798;3,59;4,37;7,89;9;51,4373;5,4513;4,11;5,39;11,46;15;51,4797;5,4751;5,07;5,95;10,36;23;51,5295;5,4718;5,04;5,83;9,23;16;51,4387;5,4817;5,65;6,66;11,23;15;51,4685;5,4724;6,00;6,90;11,06;11;51,4390;5,4649;3,19;3,78;6,50;10;51,4527;5,4851;15,25;16,16;20,54;7;51,4320;5,6272;4,30;5,07;8,57;11;51,5922;5,7812;6,09;6,99;12,00;7;51,5305;5,2846;2,60;3,30;6,90;9;51,3564;5,6359;3,88;4,54;8,07;10;51,5835;5,5481;3,77;4,39;7,39;57;51,5092;5,3781;6,96;7,59;10,59;8;51,4768;5,2616;4,48;5,37;9,17;25;51,4660;5,6785;3,98;4,72;7,85;22;51,4735;5,6531;7,30;8,22;11,05;24;51,3770;5,7724;2,89;3,55;6,23;4;51,4693;5,6348;3,27;3,89;6,58;23;;;;;;;51,3071;5,4218;3,42;4,22;7,65;11;51,4165;5,1265;5,51;6,32;9,16;5;51,4904;5,3941;4,11;4,89;7,59;17
