;;"I01";"I01";"I01";"I01";"I01";"I01";"I02";"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I45";"I46";"I46";"I46";"I46";"I46";"I46";"I47";"I47";"I47";"I47";"I47";"I47";"I48";"I48";"I48";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I49";"I50";"I50";"I50";"I50";"I50";"I50";"I51";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52";"I52";"I55";"I55";"I55";"I55";"I55";"I55";"I56";"I56";"I56";"I56";"I56";"I56";"I58";"I58";"I58";"I58";"I58";"I58"
2022-08-03 00:00:00;2022-08-03 02:00:00;51,4063;5,4574;4,66;7,13;24,17;25;;;;;;;;51,5107;5,3606;4,30;6,68;16,99;14;51,4915;5,4391;9,41;11,63;25,15;19;51,4025;5,3514;8,76;10,12;16,72;24;51,4568;5,4383;2,65;4,13;11,84;14;51,4465;5,4482;4,77;5,94;10,85;15;51,4422;5,4844;3,88;6,01;13,42;10;51,3706;5,1565;4,81;6,19;11,62;8;51,4454;5,4854;4,99;6,61;15,22;8;51,4416;5,4714;7,91;10,25;24,66;10;51,4815;5,5199;2,52;4,17;11,36;5;51,4681;5,3902;36,52;39,15;51,41;4570;16;51,3468;5,3887;4,18;6,43;24,49;6;51,4135;5,4707;4,62;6,27;13,84;7;51,5697;5,3113;3,88;5,48;15,04;10;51,4332;5,5198;4,21;6,56;25,54;19;51,4372;5,4233;3,34;5,28;16,26;24;51,4585;5,4050;2,80;4,84;16,50;19;51,4446;5,4788;7,94;9,89;22,89;16;51,4545;5,3888;4,43;7,40;25,37;6812;19;51,4492;5,4569;4,71;6,89;16,69;29;51,4350;5,4799;3,46;5,64;16,53;14;51,4375;5,4518;5,07;7,37;24,65;15;51,4797;5,4751;4,81;6,87;16,68;11;51,5295;5,4719;5,94;8,40;19,60;16;51,4387;5,4817;10,78;13,13;25,06;18;51,4686;5,4722;17,30;19,51;32,55;7;51,4391;5,4650;3,13;4,86;13,70;17;51,4528;5,4850;6,94;8,62;17,42;7;51,4320;5,6272;5,23;6,70;13,06;30;51,5923;5,7813;6,08;8,28;22,71;20;51,5304;5,2846;5,64;7,48;18,03;40;51,3565;5,6356;3,90;5,06;12,49;22;51,5836;5,5480;3,34;5,51;13,59;41;51,5092;5,3781;6,15;7,78;15,93;13;51,4769;5,2616;3,80;5,87;11,68;21;51,4661;5,6786;3,74;5,63;14,37;40;51,4735;5,6531;3,50;5,20;10,88;50;51,3770;5,7724;3,48;4,84;10,55;21;51,4693;5,6349;3,02;4,58;10,61;51;51,4774;5,6568;2,96;4,78;11,02;28;51,3072;5,4218;2,88;4,26;11,62;29;51,4165;5,1265;4,59;6,62;13,99;6;51,4903;5,3940;3,87;5,70;11,65;14
2022-08-04 00:00:00;2022-08-04 02:00:00;51,4063;5,4573;5,64;8,09;22,77;36;;;;;;;;51,5107;5,3606;4,44;6,25;14,19;20;51,4915;5,4392;5,97;8,12;22,58;26;51,4025;5,3514;10,05;11,55;17,38;12;51,4569;5,4383;3,07;4,39;11,61;18;51,4465;5,4482;3,15;4,14;8,71;22;51,4422;5,4844;4,45;6,49;12,97;16;51,3706;5,1565;6,27;7,61;12,97;10;51,4454;5,4854;5,51;7,06;14,40;16;51,4414;5,4714;5,20;7,25;19,11;18;51,4815;5,5199;3,20;4,83;10,61;8;51,4681;5,3902;22,46;24,78;36,60;4098;22;51,3468;5,3887;6,01;8,72;29,87;4;51,4135;5,4707;5,52;7,19;14,72;12;51,5697;5,3114;4,22;5,39;12,18;12;51,4332;5,5198;4,50;6,61;21,84;29;51,4372;5,4233;3,80;5,59;16,00;35;51,4585;5,4050;3,17;4,89;15,20;23;51,4445;5,4788;2,70;4,49;16,31;22;51,4545;5,3888;5,24;7,99;24,24;8394;30;51,4492;5,4569;4,82;6,64;12,93;31;51,4350;5,4799;4,04;6,45;22,83;20;51,4375;5,4518;5,00;7,10;20,66;26;51,4797;5,4751;4,67;6,45;15,15;17;51,5295;5,4719;5,98;7,81;16,21;12;51,4386;5,4816;6,05;8,25;19,75;30;51,4686;5,4722;9,03;10,90;24,04;11;51,4391;5,4650;3,47;4,96;11,99;29;51,4528;5,4850;7,50;9,17;17,13;11;51,4320;5,6272;6,36;8,02;15,77;48;51,5923;5,7813;6,70;8,49;17,40;24;51,5304;5,2846;4,79;5,93;12,46;38;51,3565;5,6358;4,08;5,59;17,34;35;51,5836;5,5479;3,84;5,49;11,50;61;51,5092;5,3781;6,98;8,33;15,22;14;51,4769;5,2616;4,31;6,11;11,11;27;51,4661;5,6786;4,57;6,79;15,93;56;51,4735;5,6531;3,82;5,58;11,37;67;51,3770;5,7724;3,59;5,23;11,03;13;51,4692;5,6348;3,03;4,49;9,90;68;51,4779;5,6567;3,18;4,82;10,66;38;51,3072;5,4218;4,10;5,71;12,39;33;51,4165;5,1266;4,99;6,58;11,36;11;51,4903;5,3940;3,92;5,52;10,49;15
2022-08-05 00:00:00;2022-08-05 02:00:00;51,4063;5,4574;4,21;5,82;15,14;23;;;;;;;;51,5107;5,3606;3,03;4,40;10,99;13;51,4915;5,4391;3,32;4,65;12,27;19;51,4025;5,3514;6,87;7,88;12,77;7;51,4569;5,4384;2,19;3,06;8,54;15;51,4465;5,4484;2,10;2,83;6,00;11;51,4422;5,4844;3,51;4,97;10,02;14;51,3706;5,1565;4,03;4,91;9,31;12;51,4454;5,4854;4,49;5,60;10,82;9;51,4417;5,4715;4,13;5,58;13,27;8;51,4815;5,5199;2,09;3,17;7,48;7;51,4681;5,3902;3,10;4,53;13,14;3313;18;51,3468;5,3887;4,33;5,96;17,69;8;51,4136;5,4707;4,39;5,51;10,81;6;51,5697;5,3113;2,65;3,51;8,89;14;51,4332;5,5198;3,33;4,63;12,56;18;51,4372;5,4233;2,80;4,09;12,11;18;51,4585;5,4050;2,05;3,32;10,84;13;51,4444;5,4787;1,17;2,33;10,23;9;51,4545;5,3888;3,55;5,59;17,50;6665;24;51,4492;5,4569;3,27;4,57;9,70;25;51,4352;5,4803;3,35;4,88;11,68;14;51,4375;5,4518;3,57;5,10;15,15;15;51,4797;5,4751;3,81;5,11;11,99;10;51,5295;5,4719;4,00;5,33;11,99;11;51,4388;5,4819;4,59;6,28;14,76;18;51,4686;5,4723;4,26;5,63;14,23;7;51,4391;5,4649;2,33;3,30;7,92;19;51,4528;5,4850;5,89;6,99;12,16;7;51,4320;5,6272;5,12;6,32;12,43;31;51,5923;5,7813;4,64;5,71;11,75;15;51,5304;5,2846;3,25;4,03;9,71;29;51,3565;5,6358;3,25;4,13;10,09;15;51,5836;5,5480;1,97;3,11;8,17;52;51,5092;5,3780;5,33;6,29;11,60;8;51,4769;5,2616;2,81;4,18;8,44;22;51,4661;5,6786;3,60;5,07;11,73;28;51,4735;5,6531;3,03;4,14;8,26;36;51,3770;5,7724;2,75;3,68;7,61;8;51,4693;5,6348;2,14;3,03;7,24;37;51,4775;5,6567;2,47;3,72;8,58;19;51,3072;5,4218;2,79;3,68;7,70;25;51,4165;5,1266;2,84;3,97;8,05;7;51,4903;5,3940;2,52;3,60;8,17;9
2022-08-06 00:00:00;2022-08-06 02:00:00;51,4063;5,4574;3,03;4,09;10,12;31;;;;;;;;51,5107;5,3606;3,16;4,05;8,45;23;51,4915;5,4392;2,87;3,80;9,22;24;51,4025;5,3514;6,45;7,20;11,01;9;51,4568;5,4384;1,72;2,38;6,55;19;51,4465;5,4484;1,65;2,10;4,96;15;51,4422;5,4844;2,33;3,39;7,91;19;51,3706;5,1565;3,65;4,23;7,58;16;51,4454;5,4854;3,39;4,26;8,65;13;51,4414;5,4714;3,60;4,72;10,52;12;51,4815;5,5200;1,34;2,01;5,48;8;51,4681;5,3902;5,71;6,62;12,34;4731;21;51,3468;5,3887;3,37;4,39;10,99;12;51,4136;5,4707;3,41;4,29;8,58;8;51,5697;5,3113;2,83;3,37;7,40;21;51,4332;5,5197;2,23;3,17;9,66;30;51,4372;5,4233;2,64;3,54;8,73;23;51,4585;5,4050;1,78;2,71;8,06;14;51,4444;5,4787;0,65;1,55;8,37;15;51,4545;5,3887;3,35;4,82;12,52;4621;27;51,4491;5,4569;2,80;3,76;7,87;40;51,4352;5,4806;2,59;3,70;9,15;23;51,4375;5,4518;2,86;3,97;11,17;22;51,4797;5,4751;3,38;4,33;9,45;13;51,5295;5,4719;3,41;4,31;9,25;15;51,4385;5,4821;3,64;4,93;11,83;27;51,4686;5,4722;3,83;4,90;11,34;12;51,4391;5,4650;1,81;2,50;6,28;27;51,4528;5,4851;4,97;5,74;10,08;10;51,4320;5,6273;3,45;4,12;8,20;44;51,5923;5,7813;4,05;4,73;8,55;20;51,5304;5,2846;3,40;3,92;7,36;36;51,3564;5,6358;2,32;2,86;7,47;21;51,5836;5,5480;1,63;2,37;6,15;68;51,5092;5,3780;5,10;5,76;9,53;12;51,4769;5,2616;2,38;3,11;6,22;29;51,4661;5,6786;2,00;2,91;7,47;42;51,4735;5,6531;2,09;2,82;6,19;48;51,3769;5,7724;1,92;2,62;6,16;18;51,4693;5,6348;1,58;2,26;5,82;50;51,4776;5,6567;1,71;2,67;6,95;33;51,3072;5,4218;1,87;2,49;6,01;24;51,4165;5,1266;2,64;3,40;6,77;8;51,4903;5,3940;2,34;3,03;6,33;16
2022-08-07 00:00:00;2022-08-07 02:00:00;51,4063;5,4574;5,81;6,73;12,36;35;;;;;;;;51,5107;5,3606;5,04;5,82;10,18;20;51,4915;5,4392;6,10;6,90;11,84;24;51,4025;5,3514;9,91;10,57;14,03;9;51,4568;5,4382;3,68;4,24;7,99;20;51,4464;5,4489;2,41;2,79;5,47;13;51,4422;5,4844;5,21;6,03;9,70;22;51,3706;5,1565;6,20;6,76;9,80;16;51,4454;5,4854;6,78;7,55;11,58;13;51,4416;5,4715;6,70;7,63;13,04;9;51,4815;5,5200;3,97;4,63;8,01;10;51,4681;5,3902;14,25;15,10;20,06;4693;23;51,3468;5,3887;6,61;7,63;14,25;14;51,4136;5,4707;6,50;7,34;11,25;7;51,5697;5,3113;4,54;5,03;8,95;20;51,4331;5,5197;6,45;7,43;12,87;32;51,4372;5,4233;4,35;5,05;10,06;22;51,4585;5,4050;3,66;4,38;9,01;13;51,4444;5,4787;3,41;4,10;9,76;11;51,4546;5,3887;5,80;6,99;13,85;5107;25;51,4492;5,4569;5,81;6,57;9,77;42;51,4351;5,4802;4,75;5,61;10,22;23;51,4374;5,4515;6,43;7,47;13,44;22;51,4797;5,4751;6,44;7,26;11,54;12;51,5295;5,4719;6,35;7,06;11,26;15;51,4386;5,4814;7,09;8,12;14,10;29;51,4686;5,4722;7,63;8,47;13,78;10;51,4391;5,4650;3,96;4,52;7,64;28;51,4527;5,4852;8,48;9,17;13,01;9;51,4320;5,6272;6,62;7,28;11,10;52;51,5923;5,7813;6,53;7,10;10,74;24;51,5305;5,2845;4,94;5,37;8,85;38;51,3565;5,6359;3,78;4,23;8,63;27;51,5835;5,5479;4,03;4,63;7,55;72;51,5092;5,3780;7,21;7,79;11,33;11;51,4769;5,2616;4,18;4,82;7,68;28;51,4661;5,6786;4,44;5,15;9,00;46;51,4736;5,6530;4,37;4,99;7,98;53;51,3769;5,7723;3,69;4,20;7,11;13;51,4693;5,6348;3,74;4,30;7,36;54;51,4778;5,6567;3,51;4,17;7,23;35;51,3072;5,4218;4,19;4,76;7,68;27;51,4165;5,1266;5,16;5,80;8,84;8;51,4903;5,3940;4,24;4,90;7,93;12
2022-08-08 00:00:00;2022-08-08 02:00:00;51,4063;5,4573;5,11;6,48;14,51;33;;;;;;;;51,5108;5,3607;4,89;5,95;11,08;15;51,4915;5,4392;5,82;6,99;13,54;21;51,4025;5,3514;8,94;9,83;14,16;8;51,4568;5,4383;3,38;4,15;8,93;18;51,4464;5,4491;2,55;3,11;6,09;13;51,4421;5,4844;4,24;5,30;9,89;15;51,3706;5,1565;6,50;7,21;11,03;12;51,4454;5,4854;5,91;6,84;11,57;7;51,4417;5,4715;5,89;7,18;13,96;8;51,4815;5,5199;3,93;4,88;8,90;9;51,4682;5,3902;12,08;13,37;20,79;3650;20;51,3468;5,3887;6,28;7,56;15,72;12;51,4136;5,4707;5,73;6,72;11,48;6;51,5695;5,3114;4,17;4,84;9,77;17;51,4332;5,5198;5,40;6,48;13,52;28;51,4372;5,4233;4,32;5,32;11,87;23;51,4585;5,4050;4,02;5,17;11,48;22;51,4445;5,4787;2,48;3,50;12,22;17;51,4546;5,3887;5,98;7,76;17,50;6713;21;51,4492;5,4570;5,32;6,36;10,43;31;51,4351;5,4798;3,96;5,16;12,10;18;51,4373;5,4513;5,73;7,06;15,37;19;51,4797;5,4751;5,66;6,80;12,80;13;51,5295;5,4719;6,17;7,24;12,89;13;51,4388;5,4818;5,81;7,14;14,84;23;51,4686;5,4724;6,49;7,58;14,26;10;51,4391;5,4650;3,52;4,58;9,48;27;51,4527;5,4852;7,48;8,33;13,20;8;51,4320;5,6272;6,86;7,85;13,29;50;51,5923;5,7813;6,13;6,91;11,51;24;51,5304;5,2846;4,61;5,19;8,98;38;51,3564;5,6359;4,40;5,20;12,77;24;51,5835;5,5479;2,92;3,63;7,10;63;51,5092;5,3780;7,17;7,95;12,45;12;51,4769;5,2616;3,94;4,70;7,88;23;51,4661;5,6786;4,47;5,50;10,66;48;51,4736;5,6530;4,61;5,60;9,54;57;51,3769;5,7723;4,00;4,73;8,29;11;51,4693;5,6348;3,66;4,45;8,48;55;51,4777;5,6567;3,57;4,46;8,29;32;51,3072;5,4218;4,26;5,05;8,77;24;51,4165;5,1266;5,15;6,04;10,07;7;51,4903;5,3940;4,25;5,14;8,96;11
2022-08-09 00:00:00;2022-08-09 02:00:00;51,4063;5,4574;3,91;5,05;13,11;26;;;;;;;;51,5109;5,3607;3,26;4,14;9,38;16;51,4915;5,4392;3,68;4,67;12,18;22;51,4025;5,3514;6,09;6,74;10,45;7;51,4566;5,4382;2,08;2,70;7,51;17;51,4465;5,4481;1,71;2,14;5,23;12;51,4421;5,4844;2,93;3,83;8,41;13;51,3706;5,1565;3,89;4,47;7,98;10;51,4454;5,4854;4,57;5,28;9,45;7;51,4414;5,4714;4,50;5,58;12,39;12;51,4815;5,5199;2,32;3,11;7,33;9;51,4681;5,3901;12,58;13,65;20,62;4386;24;51,3468;5,3887;3,99;5,14;15,59;10;51,4136;5,4707;4,85;5,62;9,88;7;51,5696;5,3113;2,88;3,45;8,67;22;51,4331;5,5199;3,38;4,24;11,00;23;51,4372;5,4233;2,51;3,33;9,61;25;51,4585;5,4050;2,19;3,10;9,12;23;51,4445;5,4787;1,26;2,10;9,53;22;51,4546;5,3887;3,88;5,26;14,87;5710;19;51,4492;5,4570;3,38;4,19;8,59;33;51,4351;5,4798;3,02;4,10;9,76;17;51,4373;5,4513;4,30;5,35;13,68;12;51,4797;5,4751;3,83;4,77;10,52;11;51,5295;5,4719;4,08;5,02;11,99;14;51,4389;5,4820;4,48;5,59;12,38;18;51,4686;5,4723;4,76;5,63;13,45;8;51,4390;5,4649;2,49;3,17;7,04;19;51,4527;5,4851;6,42;7,15;11,86;6;51,4320;5,6272;4,92;5,79;11,05;52;51,5923;5,7813;4,93;5,77;11,47;20;51,5304;5,2846;3,46;4,02;8,59;46;51,3563;5,6358;3,28;4,12;14,51;22;51,5835;5,5479;1,72;2,33;5,55;55;51,5092;5,3780;5,41;6,03;10,04;12;51,4769;5,2616;2,71;3,40;6,42;24;51,4661;5,6786;2,33;3,13;8,03;46;51,4735;5,6530;2,87;3,65;7,16;52;51,3769;5,7723;2,59;3,31;7,33;11;51,4692;5,6347;2,09;2,75;6,91;46;51,4778;5,6567;2,08;2,81;6,60;27;51,3072;5,4218;2,02;2,67;6,73;30;51,4165;5,1266;3,08;3,83;7,62;7;51,4903;5,3940;2,45;3,19;7,05;12
2022-08-10 00:00:00;2022-08-10 02:00:00;51,4063;5,4574;4,69;5,56;13,14;31;;;;;;;;51,5109;5,3607;3,79;4,48;8,93;22;51,4915;5,4391;7,82;8,52;13,92;23;51,4025;5,3514;7,80;8,34;11,74;17;51,4567;5,4381;2,58;3,05;7,09;17;51,4465;5,4481;1,80;2,14;5,27;16;51,4422;5,4844;3,15;3,83;7,89;14;51,3706;5,1565;4,67;5,13;8,68;15;51,4454;5,4854;4,86;5,42;9,32;9;51,4416;5,4714;5,32;6,10;12,61;14;51,4815;5,5199;2,82;3,43;7,47;12;51,4680;5,3901;29,04;29,95;37,09;5916;29;51,3468;5,3887;4,63;5,52;13,30;12;51,4136;5,4707;5,48;6,13;10,24;8;51,5697;5,3113;3,48;3,97;9,06;26;51,4332;5,5197;3,93;4,61;10,68;29;51,4372;5,4233;3,02;3,72;9,88;32;51,4584;5,4050;2,83;3,53;9,08;33;51,4445;5,4788;4,92;5,55;12,43;21;51,4546;5,3887;4,55;5,60;13,52;4954;23;51,4491;5,4569;4,01;4,67;8,76;47;51,4352;5,4798;2,76;3,40;8,50;18;51,4374;5,4516;5,10;5,89;13,25;19;51,4797;5,4751;4,54;5,22;10,77;12;51,5295;5,4719;4,71;5,43;11,32;19;51,4387;5,4817;5,68;6,52;12,61;25;51,4687;5,4723;9,05;9,81;16,85;9;51,4390;5,4649;2,58;3,05;6,87;22;51,4528;5,4850;7,12;7,74;12,18;7;51,4320;5,6272;5,60;6,24;11,05;59;51,5923;5,7813;5,18;5,79;11,48;28;51,5305;5,2846;4,63;5,18;11,24;56;51,3565;5,6357;3,85;4,56;14,70;34;51,5835;5,5479;2,56;3,08;6,25;72;51,5092;5,3780;5,92;6,41;10,22;15;51,4769;5,2616;3,56;4,12;7,07;27;51,4660;5,6786;2,89;3,56;8,65;57;51,4735;5,6530;3,09;3,64;6,72;57;51,3769;5,7723;3,09;3,71;7,30;19;51,4693;5,6347;2,45;2,99;6,46;56;51,4781;5,6567;2,53;3,08;6,29;36;51,3072;5,4218;3,15;3,74;7,91;45;51,4165;5,1265;4,28;4,91;8,79;7;51,4903;5,3940;2,96;3,51;7,13;15
2022-08-11 00:00:00;2022-08-11 02:00:00;51,4063;5,4574;5,45;6,72;16,03;48;;;;;;;;51,5109;5,3607;4,22;5,13;10,97;34;51,4915;5,4391;10,76;11,76;18,34;39;51,4025;5,3514;9,84;10,54;14,27;16;51,4568;5,4384;2,95;3,56;7,93;23;51,4465;5,4481;2,41;2,90;6,45;23;51,4423;5,4843;3,82;4,69;9,42;22;51,3706;5,1565;5,43;6,11;9,74;26;51,4454;5,4854;5,45;6,26;10,80;17;51,4415;5,4714;7,35;8,46;16,25;21;51,4815;5,5199;3,43;4,23;8,62;20;51,4681;5,3901;40,91;42,10;50,74;9643;45;51,3468;5,3887;5,47;6,62;15,64;23;51,4136;5,4707;6,11;6,98;11,61;14;51,5696;5,3113;4,31;5,10;12,25;35;51,4331;5,5198;4,84;5,79;12,92;48;51,4372;5,4233;3,47;4,35;11,56;43;51,4585;5,4050;3,23;4,19;10,71;48;51,4445;5,4788;9,00;9,88;17,67;32;51,4546;5,3887;5,21;6,68;17,10;4971;39;51,4492;5,4569;4,74;5,59;10,45;74;51,4350;5,4803;3,27;4,22;10,33;30;51,4374;5,4515;5,96;7,07;15,88;37;51,4797;5,4751;4,89;5,81;11,53;18;51,5295;5,4719;5,54;6,47;14,43;32;51,4385;5,4815;11,01;12,09;19,38;41;51,4686;5,4723;17,30;18,28;28,30;14;51,4390;5,4649;3,19;3,86;8,34;38;51,4527;5,4851;7,92;8,71;13,78;13;51,4320;5,6272;6,29;7,17;12,49;76;51,5923;5,7813;5,74;6,56;14,24;42;51,5305;5,2846;6,89;7,69;14,92;68;51,3564;5,6358;4,71;5,98;22,37;50;51,5835;5,5479;3,24;3,91;7,32;106;51,5092;5,3780;6,54;7,20;11,69;26;51,4768;5,2616;4,00;4,68;7,88;40;51,4660;5,6786;3,81;4,70;10,82;77;51,4735;5,6530;3,80;4,58;8,01;78;51,3769;5,7723;3,35;4,14;8,42;25;51,4693;5,6348;3,00;3,71;7,68;87;51,4779;5,6568;3,08;3,87;7,43;61;51,3072;5,4218;4,00;4,77;9,08;63;51,4165;5,1265;5,31;6,57;13,13;8;51,4903;5,3940;3,53;4,25;7,68;22
2022-08-12 00:00:00;2022-08-12 02:00:00;51,4062;5,4574;5,68;6,97;17,19;51;;;;;;;;51,5109;5,3607;4,30;5,18;11,86;36;51,4915;5,4391;12,63;13,59;20,47;40;51,4025;5,3514;9,86;10,55;14,39;29;51,4569;5,4384;2,88;3,45;7,86;21;51,4465;5,4481;5,40;5,84;9,28;23;51,4423;5,4844;3,83;4,72;9,26;24;51,3706;5,1565;5,39;6,04;9,82;28;51,4454;5,4854;5,57;6,30;10,71;19;51,4414;5,4716;8,82;9,85;16,85;17;51,4815;5,5200;3,51;4,27;8,46;20;51,4681;5,3901;44,94;46,23;55,08;9128;47;51,3468;5,3887;5,83;6,93;16,25;24;51,4136;5,4707;6,31;7,23;12,10;12;51,5697;5,3113;4,31;5,01;11,82;37;51,4332;5,5199;5,11;5,99;13,76;51;51,4372;5,4233;3,50;4,36;12,00;48;51,4585;5,4050;3,25;4,14;10,63;46;51,4445;5,4787;10,98;11,78;19,49;21;51,4546;5,3887;5,00;6,24;15,77;4769;38;51,4492;5,4569;5,11;5,95;10,81;73;51,4350;5,4802;3,38;4,25;10,69;35;51,4374;5,4517;6,29;7,36;15,73;48;51,4797;5,4751;5,31;6,18;11,99;18;51,5295;5,4719;5,76;6,71;13,58;30;51,4390;5,4822;12,75;13,79;20,88;43;51,4686;5,4722;21,00;21,94;30,87;15;51,4390;5,4649;4,29;4,90;9,24;40;51,4527;5,4850;8,44;9,23;14,49;14;51,4320;5,6272;6,17;6,92;12,01;74;51,5923;5,7813;6,12;6,97;14,43;44;51,5305;5,2844;7,47;8,36;16,47;64;51,3564;5,6360;4,70;5,73;22,56;56;51,5835;5,5479;3,69;4,46;8,31;108;51,5092;5,3780;5,72;6,43;11,56;25;51,4768;5,2616;4,13;4,78;7,92;43;51,4660;5,6786;3,90;4,83;11,82;72;51,4735;5,6530;3,96;4,70;8,27;78;51,3769;5,7723;3,79;4,54;8,93;27;51,4693;5,6349;3,10;3,76;8,04;82;51,4774;5,6568;3,23;4,00;7,86;66;51,3072;5,4218;4,42;5,21;9,79;64;51,4165;5,1266;5,09;6,01;10,63;8;51,4903;5,3940;3,73;4,45;8,33;21
2022-08-13 00:00:00;2022-08-13 02:00:00;51,4063;5,4574;4,56;5,59;14,55;38;;;;;;;;51,5109;5,3607;3,68;4,42;10,26;31;51,4915;5,4391;10,31;11,20;16,97;34;51,4025;5,3514;8,77;9,28;12,55;25;51,4568;5,4384;2,22;2,67;6,57;22;51,4465;5,4481;1,91;2,24;5,29;19;51,4423;5,4843;3,23;3,88;8,26;21;51,3706;5,1565;4,48;5,01;8,58;27;51,4454;5,4854;4,62;5,23;9,20;19;51,4414;5,4715;8,98;9,76;15,85;21;51,4816;5,5200;2,71;3,39;8,15;13;51,4681;5,3903;39,18;40,17;44,84;9821;32;51,3468;5,3887;4,48;5,31;12,56;25;51,4136;5,4707;5,06;5,77;10,22;15;51,5697;5,3113;3,65;4,18;9,93;30;51,4332;5,5198;9,73;10,44;16,72;40;51,4372;5,4233;2,58;3,23;9,19;34;51,4585;5,4050;2,37;3,03;8,50;33;51,4445;5,4787;9,29;9,99;17,03;34;51,4546;5,3887;4,29;5,35;13,89;3830;30;51,4492;5,4569;3,78;4,40;8,42;59;51,4351;5,4798;2,82;3,56;9,01;29;51,4374;5,4516;4,95;5,72;12,45;39;51,4797;5,4751;4,69;5,45;10,23;20;51,5295;5,4719;5,32;6,24;13,67;34;51,4385;5,4816;9,98;10,82;17,05;33;51,4686;5,4723;19,27;19,99;26,23;15;51,4390;5,4649;2,63;3,14;7,13;29;51,4528;5,4850;7,75;8,38;12,87;17;51,4320;5,6273;5,21;5,74;9,25;44;51,5923;5,7813;5,05;5,62;11,27;40;51,5305;5,2846;5,95;6,58;12,93;44;51,3564;5,6358;4,00;4,95;16,12;52;51,5835;5,5479;2,73;3,27;6,50;96;51,5092;5,3781;4,78;5,42;10,06;36;51,4768;5,2616;3,34;3,87;6,77;33;51,4660;5,6785;3,33;4,06;8,98;47;51,4735;5,6530;3,54;4,16;7,42;56;51,3769;5,7723;3,06;3,67;7,74;28;51,4692;5,6348;2,78;3,32;7,24;59;51,4775;5,6567;2,79;3,47;7,08;54;51,3072;5,4218;4,48;5,08;8,87;45;51,4165;5,1266;3,72;4,41;8,40;9;51,4904;5,3941;3,04;3,55;6,69;23
