Sensor,Time_UTC,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I08,2021-01-13 00:00:00,2021-01-13 01:00:00,,,,,,
I08,2021-01-14 00:00:00,2021-01-14 01:00:00,,,,,,
I08,2021-01-15 00:00:00,2021-01-15 01:00:00,,,,,,
I08,2021-01-16 00:00:00,2021-01-16 01:00:00,,,,,,
I08,2021-01-17 00:00:00,2021-01-17 01:00:00,,,,,,
I08,2021-01-18 00:00:00,2021-01-18 01:00:00,,,,,,
I08,2021-01-19 00:00:00,2021-01-19 01:00:00,,,,,,
I08,2021-01-20 00:00:00,2021-01-20 01:00:00,,,,,,
I08,2021-01-21 00:00:00,2021-01-21 01:00:00,,,,,,
I08,2021-01-22 00:00:00,2021-01-22 01:00:00,,,,,,
I08,2021-01-23 00:00:00,2021-01-23 01:00:00,,,,,,
I08,2021-01-24 00:00:00,2021-01-24 01:00:00,,,,,,
I08,2021-01-25 00:00:00,2021-01-25 01:00:00,"51,4465","5,4482","10,66","13,27","18,31",5
I08,2021-01-26 00:00:00,2021-01-26 01:00:00,"51,4464","5,4483","7,38","10,44","16,39",33
I08,2021-01-27 00:00:00,2021-01-27 01:00:00,"51,4465","5,4485","14,79","18,14","21,96",32
I08,2021-01-28 00:00:00,2021-01-28 01:00:00,"51,4465","5,4483","11,26","13,90","16,63",16
I08,2021-01-29 00:00:00,2021-01-29 01:00:00,"51,4465","5,4483","7,01","11,16","17,52",19
I08,2021-01-30 00:00:00,2021-01-30 01:00:00,"51,4464","5,4485","8,77","9,53","11,86",20
I08,2021-01-31 00:00:00,2021-01-31 01:00:00,"51,4464","5,4482","17,51","18,45","19,54",25
I08,2021-02-01 00:00:00,2021-02-01 01:00:00,"51,4465","5,4482","27,59","30,79","34,31",21
I08,2021-02-02 00:00:00,2021-02-02 01:00:00,"51,4465","5,4483","18,40","21,96","25,86",21
I08,2021-02-03 00:00:00,2021-02-03 01:00:00,"51,4464","5,4483","8,17","11,31","16,15",31
I08,2021-02-04 00:00:00,2021-02-04 01:00:00,"51,4464","5,4484","8,61","13,28","22,11",25
I08,2021-02-05 00:00:00,2021-02-05 01:00:00,"51,4465","5,4483","10,24","13,45","19,57",39
I08,2021-02-06 00:00:00,2021-02-06 01:00:00,"51,4464","5,4484","25,84","29,64","32,06",19
I08,2021-02-07 00:00:00,2021-02-07 01:00:00,"51,4465","5,4482","15,83","17,69","20,28",20
I08,2021-02-08 00:00:00,2021-02-08 01:00:00,"51,4465","5,4482","18,01","20,44","23,53",24
I08,2021-02-09 00:00:00,2021-02-09 01:00:00,"51,4465","5,4480","19,42","21,89","24,89",29
I08,2021-02-10 00:00:00,2021-02-10 01:00:00,"51,4465","5,4482","18,05","20,16","22,72",31
I08,2021-02-11 00:00:00,2021-02-11 01:00:00,"51,4465","5,4482","10,27","11,60","14,79",36
I08,2021-02-12 00:00:00,2021-02-12 01:00:00,"51,4465","5,4482","14,93","16,76","20,64",37
I08,2021-02-13 00:00:00,2021-02-13 01:00:00,"51,4465","5,4481","12,46","14,11","17,92",46
I08,2021-02-14 00:00:00,2021-02-14 01:00:00,"51,4465","5,4481","6,22","7,07","10,33",39
I08,2021-02-15 00:00:00,2021-02-15 01:00:00,"51,4465","5,4480","9,67","11,79","16,04",23
I08,2021-02-16 00:00:00,2021-02-16 01:00:00,"51,4465","5,4484","7,78","9,57","13,67",25
I08,2021-02-17 00:00:00,2021-02-17 01:00:00,"51,4464","5,4484","7,62","12,08","19,66",31
I08,2021-02-18 00:00:00,2021-02-18 01:00:00,"51,4465","5,4482","5,44","7,80","12,95",29
I08,2021-02-19 00:00:00,2021-02-19 01:00:00,"51,4464","5,4483","7,10","9,34","14,24",33
I08,2021-02-20 00:00:00,2021-02-20 01:00:00,"51,4466","5,4484","7,93","12,17","24,61",24
I08,2021-02-21 00:00:00,2021-02-21 01:00:00,"51,4465","5,4481","6,14","8,46","14,61",29
I08,2021-02-22 00:00:00,2021-02-22 01:00:00,"51,4465","5,4483","8,20","12,03","22,33",46
I08,2021-02-23 00:00:00,2021-02-23 01:00:00,"51,4465","5,4484","9,54","16,55","34,58",26
I08,2021-02-24 00:00:00,2021-02-24 01:00:00,"51,4465","5,4482","10,85","19,83","42,26",29
I08,2021-02-25 00:00:00,2021-02-25 01:00:00,"51,4464","5,4485","13,63","22,84","44,40",31
I08,2021-02-26 00:00:00,2021-02-26 01:00:00,"51,4464","5,4484","8,25","12,41","19,78",29
I08,2021-02-27 00:00:00,2021-02-27 01:00:00,"51,4465","5,4483","20,23","24,81","31,43",19
I08,2021-02-28 00:00:00,2021-02-28 01:00:00,"51,4465","5,4483","18,38","20,95","25,65",20
I08,2021-03-01 00:00:00,2021-03-01 01:00:00,"51,4464","5,4483","29,74","33,74","36,48",16
I08,2021-03-02 00:00:00,2021-03-02 01:00:00,"51,4465","5,4482","22,75","26,34","31,00",40
I08,2021-03-03 00:00:00,2021-03-03 01:00:00,"51,4464","5,4485","29,80","38,64","46,26",57
I08,2021-03-04 00:00:00,2021-03-04 01:00:00,"51,4465","5,4483","23,60","34,30","39,27",23
I08,2021-03-05 00:00:00,2021-03-05 01:00:00,"51,4465","5,4483","7,14","8,80","13,02",35
I08,2021-03-06 00:00:00,2021-03-06 01:00:00,"51,4465","5,4483","9,22","11,86","16,81",40
I08,2021-03-07 00:00:00,2021-03-07 01:00:00,"51,4465","5,4483","14,75","16,62","20,55",34
I08,2021-03-08 00:00:00,2021-03-08 01:00:00,"51,4465","5,4480","32,43","36,99","42,89",40
I08,2021-03-09 00:00:00,2021-03-09 01:00:00,"51,4465","5,4484","17,73","20,40","24,33",24
I08,2021-03-10 00:00:00,2021-03-10 01:00:00,"51,4465","5,4485","24,40","27,04","31,78",27
I08,2021-03-11 00:00:00,2021-03-11 01:00:00,"51,4465","5,4482","9,17","12,07","17,35",29
I09,2021-01-01 00:00:00,2021-01-01 01:00:00,"51,4422","5,4844","24,14","27,60","31,84",22
I09,2021-01-02 00:00:00,2021-01-02 01:00:00,"51,4422","5,4844","31,16","37,62","41,62",16
I09,2021-01-03 00:00:00,2021-01-03 01:00:00,"51,4422","5,4844","22,78","28,23","30,81",9
I09,2021-01-04 00:00:00,2021-01-04 01:00:00,"51,4422","5,4844","4,05","4,33","6,29",6
I09,2021-01-05 00:00:00,2021-01-05 01:00:00,"51,4422","5,4844","16,20","16,95","17,88",7
I09,2021-01-06 00:00:00,2021-01-06 01:00:00,"51,4422","5,4844","12,99","14,09","17,10",18
I09,2021-01-07 00:00:00,2021-01-07 01:00:00,"51,4422","5,4844","6,43","7,49","10,51",20
I09,2021-01-08 00:00:00,2021-01-08 01:00:00,"51,4422","5,4844","5,18","5,73","8,04",16
I09,2021-01-09 00:00:00,2021-01-09 01:00:00,"51,4422","5,4844","16,66","18,20","21,22",29
I09,2021-01-10 00:00:00,2021-01-10 01:00:00,"51,4422","5,4844","23,78","26,11","30,35",32
I09,2021-01-11 00:00:00,2021-01-11 01:00:00,"51,4422","5,4844","21,38","23,47","26,34",14
I09,2021-01-12 00:00:00,2021-01-12 01:00:00,"51,4422","5,4844","3,69","5,60","9,70",15
I09,2021-01-13 00:00:00,2021-01-13 01:00:00,"51,4422","5,4844","8,83","12,84","20,18",30
I09,2021-01-14 00:00:00,2021-01-14 01:00:00,"51,4422","5,4844","7,24","9,70","15,23",26
I09,2021-01-15 00:00:00,2021-01-15 01:00:00,"51,4422","5,4844","16,63","17,98","21,53",31
I09,2021-01-16 00:00:00,2021-01-16 01:00:00,"51,4422","5,4844","22,31","23,41","25,36",28
I09,2021-01-17 00:00:00,2021-01-17 01:00:00,"51,4423","5,4845","16,36","20,94","26,85",14
I09,2021-01-18 00:00:00,2021-01-18 01:00:00,"51,4423","5,4845","10,85","15,07","21,76",19
I09,2021-01-19 00:00:00,2021-01-19 01:00:00,"51,4423","5,4845","4,81","6,40","10,01",5
I09,2021-01-20 00:00:00,2021-01-20 01:00:00,"51,4423","5,4845","3,64","4,52","7,62",7
I09,2021-01-21 00:00:00,2021-01-21 01:00:00,"51,4423","5,4845","3,10","4,76","8,96",16
I09,2021-01-22 00:00:00,2021-01-22 01:00:00,"51,4423","5,4845","6,83","9,03","13,36",35
I09,2021-01-23 00:00:00,2021-01-23 01:00:00,"51,4423","5,4845","9,18","11,10","14,99",24
I09,2021-01-24 00:00:00,2021-01-24 01:00:00,"51,4423","5,4845","9,31","10,71","14,46",19
I09,2021-01-25 00:00:00,2021-01-25 01:00:00,"51,4422","5,4844","14,50","16,29","20,50",25
I09,2021-01-26 00:00:00,2021-01-26 01:00:00,"51,4422","5,4844","7,43","10,78","17,28",19
I09,2021-01-27 00:00:00,2021-01-27 01:00:00,"51,4422","5,4844","14,67","17,56","21,77",22
I09,2021-01-28 00:00:00,2021-01-28 01:00:00,"51,4422","5,4844","10,05","12,14","14,58",13
I09,2021-01-29 00:00:00,2021-01-29 01:00:00,"51,4422","5,4844","7,41","11,77","18,32",10
I09,2021-01-30 00:00:00,2021-01-30 01:00:00,"51,4422","5,4844","8,10","8,84","11,22",19
I09,2021-01-31 00:00:00,2021-01-31 01:00:00,"51,4422","5,4844","16,53","17,28","18,64",24
I09,2021-02-01 00:00:00,2021-02-01 01:00:00,"51,4422","5,4844","26,64","29,37","33,02",28
I09,2021-02-02 00:00:00,2021-02-02 01:00:00,"51,4421","5,4844","18,10","21,43","25,12",18
I09,2021-02-03 00:00:00,2021-02-03 01:00:00,"51,4421","5,4845","7,84","10,79","15,34",17
I09,2021-02-04 00:00:00,2021-02-04 01:00:00,"51,4421","5,4844","8,59","13,76","22,54",22
I09,2021-02-05 00:00:00,2021-02-05 01:00:00,"51,4423","5,4843","9,40","12,50","18,35",28
I09,2021-02-06 00:00:00,2021-02-06 01:00:00,"51,4423","5,4843","25,25","28,27","30,36",21
I09,2021-02-07 00:00:00,2021-02-07 01:00:00,"51,4423","5,4844","16,43","17,78","19,89",11
I09,2021-02-08 00:00:00,2021-02-08 01:00:00,"51,4423","5,4844","18,65","20,44","23,22",15
I09,2021-02-09 00:00:00,2021-02-09 01:00:00,"51,4423","5,4844","18,60","20,19","22,43",25
I09,2021-02-10 00:00:00,2021-02-10 01:00:00,"51,4421","5,4844","17,03","18,52","20,84",27
I09,2021-02-11 00:00:00,2021-02-11 01:00:00,"51,4421","5,4844","10,52","11,66","14,67",33
I09,2021-02-12 00:00:00,2021-02-12 01:00:00,"51,4422","5,4844","16,54","18,09","21,66",33
I09,2021-02-13 00:00:00,2021-02-13 01:00:00,"51,4421","5,4844","13,98","15,46","18,92",43
I09,2021-02-14 00:00:00,2021-02-14 01:00:00,"51,4421","5,4844","6,37","7,07","9,96",25
I09,2021-02-15 00:00:00,2021-02-15 01:00:00,"51,4421","5,4844","8,47","10,37","14,32",14
I09,2021-02-16 00:00:00,2021-02-16 01:00:00,"51,4421","5,4844","6,79","8,38","12,14",11
I09,2021-02-17 00:00:00,2021-02-17 01:00:00,"51,4421","5,4845","7,32","11,86","19,64",12
I09,2021-02-18 00:00:00,2021-02-18 01:00:00,"51,4421","5,4848","4,95","7,34","11,96",16
I09,2021-02-19 00:00:00,2021-02-19 01:00:00,"51,4421","5,4846","6,38","8,64","13,31",16
I09,2021-02-20 00:00:00,2021-02-20 01:00:00,"51,4422","5,4844","7,91","11,98","21,20",11
I09,2021-02-21 00:00:00,2021-02-21 01:00:00,"51,4422","5,4844","6,61","8,86","14,14",28
I09,2021-02-22 00:00:00,2021-02-22 01:00:00,"51,4422","5,4844","7,35","10,88","18,97",45
I09,2021-02-23 00:00:00,2021-02-23 01:00:00,"51,4422","5,4844","9,56","16,29","29,07",21
I09,2021-02-24 00:00:00,2021-02-24 01:00:00,"51,4422","5,4844","11,31","20,19","36,10",23
I09,2021-02-25 00:00:00,2021-02-25 01:00:00,"51,4422","5,4844","14,00","23,28","39,19",27
I09,2021-02-26 00:00:00,2021-02-26 01:00:00,"51,4422","5,4844","8,21","12,82","20,67",32
I09,2021-02-27 00:00:00,2021-02-27 01:00:00,"51,4422","5,4844","18,52","23,03","29,50",26
I09,2021-02-28 00:00:00,2021-02-28 01:00:00,"51,4422","5,4844","15,78","18,05","22,44",18
I09,2021-03-01 00:00:00,2021-03-01 01:00:00,"51,4422","5,4844","28,74","31,82","34,41",22
I09,2021-03-02 00:00:00,2021-03-02 01:00:00,"51,4422","5,4844","22,94","26,00","30,39",43
I09,2021-03-03 00:00:00,2021-03-03 01:00:00,"51,4422","5,4844","30,45","38,41","45,83",56
I09,2021-03-04 00:00:00,2021-03-04 01:00:00,"51,4422","5,4844","24,66","32,88","36,93",28
I09,2021-03-05 00:00:00,2021-03-05 01:00:00,"51,4422","5,4844","6,37","7,92","11,90",30
I09,2021-03-06 00:00:00,2021-03-06 01:00:00,"51,4422","5,4844","6,59","8,64","13,22",32
I09,2021-03-07 00:00:00,2021-03-07 01:00:00,"51,4422","5,4844","12,30","13,90","17,51",26
I09,2021-03-08 00:00:00,2021-03-08 01:00:00,"51,4422","5,4844","32,35","36,07","42,00",34
I09,2021-03-09 00:00:00,2021-03-09 01:00:00,"51,4422","5,4844","17,25","19,47","22,98",21
I09,2021-03-10 00:00:00,2021-03-10 01:00:00,"51,4422","5,4844","22,78","24,97","29,46",12
I09,2021-03-11 00:00:00,2021-03-11 01:00:00,"51,4422","5,4844","8,80","11,66","16,93",10
I11,2021-01-01 00:00:00,2021-01-01 01:00:00,"51,4454","5,4854","24,14","28,97","33,14",14
I11,2021-01-02 00:00:00,2021-01-02 01:00:00,"51,4454","5,4854","29,36","38,29","42,80",6
I11,2021-01-03 00:00:00,2021-01-03 01:00:00,"51,4454","5,4854","21,37","28,95","32,17",3
I11,2021-01-04 00:00:00,2021-01-04 01:00:00,"51,4454","5,4854","5,37","5,78","7,66",4
I11,2021-01-05 00:00:00,2021-01-05 01:00:00,"51,4454","5,4854","18,30","19,60","20,18",3
I11,2021-01-06 00:00:00,2021-01-06 01:00:00,"51,4454","5,4854","14,90","16,20","19,26",14
I11,2021-01-07 00:00:00,2021-01-07 01:00:00,"51,4454","5,4854","7,31","8,32","11,31",20
I11,2021-01-08 00:00:00,2021-01-08 01:00:00,"51,4454","5,4854","6,61","7,22","9,50",11
I11,2021-01-09 00:00:00,2021-01-09 01:00:00,"51,4454","5,4854","17,77","19,58","22,68",23
I11,2021-01-10 00:00:00,2021-01-10 01:00:00,"51,4454","5,4854","25,72","28,58","32,85",34
I11,2021-01-11 00:00:00,2021-01-11 01:00:00,"51,4454","5,4854","22,75","25,47","28,56",26
I11,2021-01-12 00:00:00,2021-01-12 01:00:00,"51,4454","5,4854","4,15","5,98","9,98",24
I11,2021-01-13 00:00:00,2021-01-13 01:00:00,"51,4454","5,4854","9,45","13,06","20,15",30
I11,2021-01-14 00:00:00,2021-01-14 01:00:00,"51,4454","5,4854","7,86","10,33","15,24",21
I11,2021-01-15 00:00:00,2021-01-15 01:00:00,"51,4454","5,4854","18,72","20,40","23,92",19
I11,2021-01-16 00:00:00,2021-01-16 01:00:00,"51,4454","5,4854","24,32","26,02","28,21",22
I11,2021-01-17 00:00:00,2021-01-17 01:00:00,"51,4454","5,4854","16,83","21,44","27,09",17
I11,2021-01-18 00:00:00,2021-01-18 01:00:00,"51,4454","5,4854","12,08","16,17","23,28",18
I11,2021-01-19 00:00:00,2021-01-19 01:00:00,"51,4454","5,4854","5,82","7,34","11,14",8
I11,2021-01-20 00:00:00,2021-01-20 01:00:00,"51,4454","5,4854","4,49","5,46","8,46",12
I11,2021-01-21 00:00:00,2021-01-21 01:00:00,"51,4454","5,4854","3,50","5,24","9,36",39
I11,2021-01-22 00:00:00,2021-01-22 01:00:00,"51,4454","5,4854","8,12","10,24","14,69",38
I11,2021-01-23 00:00:00,2021-01-23 01:00:00,"51,4454","5,4854","11,26","13,25","17,33",21
I11,2021-01-24 00:00:00,2021-01-24 01:00:00,"51,4454","5,4854","10,79","12,33","16,12",13
I11,2021-01-25 00:00:00,2021-01-25 01:00:00,"51,4454","5,4854","16,20","18,12","22,35",16
I11,2021-01-26 00:00:00,2021-01-26 01:00:00,"51,4454","5,4854","8,08","11,13","17,37",20
I11,2021-01-27 00:00:00,2021-01-27 01:00:00,"51,4454","5,4854","14,62","18,05","21,79",17
I11,2021-01-28 00:00:00,2021-01-28 01:00:00,"51,4454","5,4854","10,79","13,55","16,33",4
I11,2021-01-29 00:00:00,2021-01-29 01:00:00,"51,4454","5,4854","7,21","11,48","17,94",12
I11,2021-01-30 00:00:00,2021-01-30 01:00:00,"51,4454","5,4854","10,27","11,04","13,29",17
I11,2021-01-31 00:00:00,2021-01-31 01:00:00,"51,4454","5,4854","18,58","19,64","20,87",24
I11,2021-02-01 00:00:00,2021-02-01 01:00:00,"51,4454","5,4854","26,96","30,42","33,94",21
I11,2021-02-02 00:00:00,2021-02-02 01:00:00,"51,4454","5,4854","18,40","22,24","26,30",15
I11,2021-02-03 00:00:00,2021-02-03 01:00:00,"51,4454","5,4854","8,11","11,25","16,10",17
I11,2021-02-04 00:00:00,2021-02-04 01:00:00,"51,4454","5,4854","9,20","13,90","23,20",19
I11,2021-02-05 00:00:00,2021-02-05 01:00:00,"51,4454","5,4854","10,44","13,58","19,88",28
I11,2021-02-06 00:00:00,2021-02-06 01:00:00,"51,4454","5,4854","26,29","30,72","33,00",14
I11,2021-02-07 00:00:00,2021-02-07 01:00:00,"51,4454","5,4854","15,95","18,13","20,65",8
I11,2021-02-08 00:00:00,2021-02-08 01:00:00,"51,4454","5,4854","16,85","19,47","22,86",15
I11,2021-02-09 00:00:00,2021-02-09 01:00:00,"51,4454","5,4854","16,68","18,96","22,00",22
I11,2021-02-10 00:00:00,2021-02-10 01:00:00,"51,4454","5,4854","15,39","17,40","20,33",28
I11,2021-02-11 00:00:00,2021-02-11 01:00:00,"51,4454","5,4854","10,24","11,65","15,04",36
I11,2021-02-12 00:00:00,2021-02-12 01:00:00,"51,4454","5,4854","14,81","16,75","21,00",42
I11,2021-02-13 00:00:00,2021-02-13 01:00:00,"51,4454","5,4854","12,70","14,79","19,57",53
I11,2021-02-14 00:00:00,2021-02-14 01:00:00,"51,4454","5,4854","7,03","8,05","11,34",46
I11,2021-02-15 00:00:00,2021-02-15 01:00:00,"51,4454","5,4854","10,24","12,19","16,24",20
I11,2021-02-16 00:00:00,2021-02-16 01:00:00,"51,4454","5,4854","8,15","9,80","13,59",15
I11,2021-02-17 00:00:00,2021-02-17 01:00:00,"51,4454","5,4854","7,58","12,17","19,84",22
I11,2021-02-18 00:00:00,2021-02-18 01:00:00,"51,4454","5,4854","5,62","8,08","13,14",24
I11,2021-02-19 00:00:00,2021-02-19 01:00:00,"51,4454","5,4854","7,33","9,55","14,48",20
I11,2021-02-20 00:00:00,2021-02-20 01:00:00,"51,4454","5,4854","7,90","11,71","21,46",14
I11,2021-02-21 00:00:00,2021-02-21 01:00:00,"51,4454","5,4854","6,23","8,38","13,97",25
I11,2021-02-22 00:00:00,2021-02-22 01:00:00,"51,4454","5,4854","7,33","10,83","19,15",43
I11,2021-02-23 00:00:00,2021-02-23 01:00:00,"51,4454","5,4854","8,88","15,29","29,81",19
I11,2021-02-24 00:00:00,2021-02-24 01:00:00,"51,4454","5,4854","10,36","18,76","36,42",16
I11,2021-02-25 00:00:00,2021-02-25 01:00:00,"51,4454","5,4854","13,11","21,49","38,76",18
I11,2021-02-26 00:00:00,2021-02-26 01:00:00,"51,4454","5,4854","7,91","12,02","19,92",22
I11,2021-02-27 00:00:00,2021-02-27 01:00:00,"51,4454","5,4854","19,86","24,63","31,22",10
I11,2021-02-28 00:00:00,2021-02-28 01:00:00,"51,4454","5,4854","17,40","19,87","24,46",14
I11,2021-03-01 00:00:00,2021-03-01 01:00:00,"51,4454","5,4854","28,21","32,74","35,45",16
I11,2021-03-02 00:00:00,2021-03-02 01:00:00,"51,4454","5,4854","22,75","26,72","31,22",43
I11,2021-03-03 00:00:00,2021-03-03 01:00:00,"51,4454","5,4854","26,87","36,60","43,43",67
I11,2021-03-04 00:00:00,2021-03-04 01:00:00,"51,4453","5,4854","21,88","32,53","37,26",33
I11,2021-03-05 00:00:00,2021-03-05 01:00:00,"51,4454","5,4854","7,61","9,27","13,17",47
I11,2021-03-06 00:00:00,2021-03-06 01:00:00,"51,4454","5,4854","7,43","9,49","14,25",39
I11,2021-03-07 00:00:00,2021-03-07 01:00:00,"51,4454","5,4854","14,01","15,73","19,30",30
I11,2021-03-08 00:00:00,2021-03-08 01:00:00,"51,4454","5,4854","30,63","35,65","41,73",36
I11,2021-03-09 00:00:00,2021-03-09 01:00:00,"51,4454","5,4854","16,69","19,70","23,42",15
I11,2021-03-10 00:00:00,2021-03-10 01:00:00,"51,4454","5,4854","23,99","26,79","31,45",21
I11,2021-03-11 00:00:00,2021-03-11 01:00:00,"51,4454","5,4854","9,79","12,72","17,75",33
I12,2021-01-01 00:00:00,2021-01-01 01:00:00,"51,4416","5,4714","22,46","26,25","30,40",25
I12,2021-01-02 00:00:00,2021-01-02 01:00:00,"51,4416","5,4714","28,72","35,81","40,06",19
I12,2021-01-03 00:00:00,2021-01-03 01:00:00,"51,4416","5,4714","20,92","27,19","30,35",13
I12,2021-01-04 00:00:00,2021-01-04 01:00:00,"51,4416","5,4714","3,68","4,08","6,13",9
I12,2021-01-05 00:00:00,2021-01-05 01:00:00,"51,4416","5,4714","14,58","15,53","16,67",9
I12,2021-01-06 00:00:00,2021-01-06 01:00:00,"51,4416","5,4714","11,93","13,13","16,38",20
I12,2021-01-07 00:00:00,2021-01-07 01:00:00,"51,4416","5,4714","5,32","6,31","9,29",21
I12,2021-01-08 00:00:00,2021-01-08 01:00:00,"51,4416","5,4714","4,59","5,18","7,65",12
I12,2021-01-09 00:00:00,2021-01-09 01:00:00,"51,4416","5,4714","15,05","16,60","19,50",13
I12,2021-01-10 00:00:00,2021-01-10 01:00:00,"51,4414","5,4713","22,57","25,11","29,20",28
I12,2021-01-11 00:00:00,2021-01-11 01:00:00,"51,4413","5,4713","19,34","21,63","24,70",20
I12,2021-01-12 00:00:00,2021-01-12 01:00:00,"51,4414","5,4714","3,30","5,05","9,27",18
I12,2021-01-13 00:00:00,2021-01-13 01:00:00,"51,4415","5,4714","7,76","11,52","18,64",32
I12,2021-01-14 00:00:00,2021-01-14 01:00:00,"51,4414","5,4714","6,33","8,68","13,66",27
I12,2021-01-15 00:00:00,2021-01-15 01:00:00,"51,4414","5,4714","15,09","16,65","20,39",22
I12,2021-01-16 00:00:00,2021-01-16 01:00:00,"51,4415","5,4714","20,26","21,75","24,17",26
I12,2021-01-17 00:00:00,2021-01-17 01:00:00,"51,4415","5,4714","14,67","19,10","24,79",17
I12,2021-01-18 00:00:00,2021-01-18 01:00:00,"51,4415","5,4714","9,73","13,93","20,52",20
I12,2021-01-19 00:00:00,2021-01-19 01:00:00,"51,4415","5,4714","4,44","6,03","9,86",7
I12,2021-01-20 00:00:00,2021-01-20 01:00:00,"51,4415","5,4714","3,61","4,58","7,77",7
I12,2021-01-21 00:00:00,2021-01-21 01:00:00,"51,4415","5,4714","2,86","4,54","8,65",15
I12,2021-01-22 00:00:00,2021-01-22 01:00:00,"51,4415","5,4714","6,42","8,66","13,05",38
I12,2021-01-23 00:00:00,2021-01-23 01:00:00,"51,4415","5,4714","8,81","10,85","14,79",26
I12,2021-01-24 00:00:00,2021-01-24 01:00:00,"51,4415","5,4714","7,96","9,41","12,95",23
I12,2021-01-25 00:00:00,2021-01-25 01:00:00,"51,4415","5,4713","13,06","14,93","19,14",28
I12,2021-01-26 00:00:00,2021-01-26 01:00:00,"51,4414","5,4713","6,57","9,73","15,85",21
I12,2021-01-27 00:00:00,2021-01-27 01:00:00,"51,4414","5,4713","13,34","16,33","20,29",26
I12,2021-01-28 00:00:00,2021-01-28 01:00:00,"51,4414","5,4713","9,42","11,96","14,68",13
I12,2021-01-29 00:00:00,2021-01-29 01:00:00,"51,4414","5,4713","6,74","10,94","17,47",11
I12,2021-01-30 00:00:00,2021-01-30 01:00:00,"51,4414","5,4713","6,90","7,65","10,10",16
I12,2021-01-31 00:00:00,2021-01-31 01:00:00,"51,4415","5,4714","14,88","15,71","17,36",23
I12,2021-02-01 00:00:00,2021-02-01 01:00:00,"51,4415","5,4714","24,30","27,27","30,79",25
I12,2021-02-02 00:00:00,2021-02-02 01:00:00,"51,4415","5,4714","16,94","20,49","24,45",19
I12,2021-02-03 00:00:00,2021-02-03 01:00:00,"51,4416","5,4714","7,52","10,44","15,11",20
I12,2021-02-04 00:00:00,2021-02-04 01:00:00,"51,4416","5,4714","8,06","13,03","21,52",22
I12,2021-02-05 00:00:00,2021-02-05 01:00:00,"51,4414","5,4714","8,77","12,01","18,17",30
I12,2021-02-06 00:00:00,2021-02-06 01:00:00,"51,4414","5,4714","23,77","27,39","30,02",22
I12,2021-02-07 00:00:00,2021-02-07 01:00:00,"51,4414","5,4714","13,85","15,67","18,19",10
I12,2021-02-08 00:00:00,2021-02-08 01:00:00,"51,4415","5,4714","15,76","18,02","21,11",14
I12,2021-02-09 00:00:00,2021-02-09 01:00:00,"51,4414","5,4714","15,47","17,44","20,38",24
I12,2021-02-10 00:00:00,2021-02-10 01:00:00,"51,4414","5,4713","14,13","15,94","19,20",28
I12,2021-02-11 00:00:00,2021-02-11 01:00:00,"51,4414","5,4713","8,26","9,52","12,60",37
I12,2021-02-12 00:00:00,2021-02-12 01:00:00,"51,4414","5,4713","13,28","15,05","18,85",36
I12,2021-02-13 00:00:00,2021-02-13 01:00:00,"51,4414","5,4713","11,33","13,07","16,77",45
I12,2021-02-14 00:00:00,2021-02-14 01:00:00,"51,4414","5,4713","5,22","6,02","9,25",31
I12,2021-02-15 00:00:00,2021-02-15 01:00:00,"51,4414","5,4712","7,93","9,91","13,89",22
I12,2021-02-16 00:00:00,2021-02-16 01:00:00,"51,4414","5,4713","6,48","8,17","11,85",12
I12,2021-02-17 00:00:00,2021-02-17 01:00:00,"51,4414","5,4712","7,06","11,61","19,15",13
I12,2021-02-18 00:00:00,2021-02-18 01:00:00,"51,4415","5,4713","4,83","7,14","11,92",18
I12,2021-02-19 00:00:00,2021-02-19 01:00:00,"51,4416","5,4715","6,02","8,28","13,25",18
I12,2021-02-20 00:00:00,2021-02-20 01:00:00,"51,4416","5,4715","7,29","11,59","23,38",12
I12,2021-02-21 00:00:00,2021-02-21 01:00:00,"51,4416","5,4714","5,75","8,16","14,53",21
I12,2021-02-22 00:00:00,2021-02-22 01:00:00,"51,4416","5,4715","6,92","10,87","21,95",39
I12,2021-02-23 00:00:00,2021-02-23 01:00:00,"51,4416","5,4715","8,94","16,48","35,31",17
I12,2021-02-24 00:00:00,2021-02-24 01:00:00,"51,4416","5,4715","10,58","20,10","43,21",17
I12,2021-02-25 00:00:00,2021-02-25 01:00:00,"51,4416","5,4715","12,95","22,48","45,32",29
I12,2021-02-26 00:00:00,2021-02-26 01:00:00,"51,4415","5,4714","7,55","12,03","19,62",39
I12,2021-02-27 00:00:00,2021-02-27 01:00:00,"51,4415","5,4713","17,55","22,17","28,61",27
I12,2021-02-28 00:00:00,2021-02-28 01:00:00,"51,4415","5,4713","14,85","17,32","21,95",15
I12,2021-03-01 00:00:00,2021-03-01 01:00:00,"51,4416","5,4714","27,03","30,59","33,54",16
I12,2021-03-02 00:00:00,2021-03-02 01:00:00,"51,4416","5,4715","21,62","25,22","30,00",35
I12,2021-03-03 00:00:00,2021-03-03 01:00:00,"51,4416","5,4715","28,74","37,49","45,25",55
