Sensor,Time_Local,Lat,Lon,PM1,PM2.5,PM10,NO2
I11,2021-01-21 01:00:00,51.4454,5.4854,3.5,5.24,9.36,39.0
I11,2021-01-22 01:00:00,51.4454,5.4854,8.12,10.24,14.69,38.0
I11,2021-01-23 01:00:00,51.4454,5.4854,11.26,13.25,17.33,21.0
I11,2021-01-24 01:00:00,51.4454,5.4854,10.79,12.33,16.12,13.0
I11,2021-01-25 01:00:00,51.4454,5.4854,16.2,18.12,22.35,16.0
I11,2021-01-26 01:00:00,51.4454,5.4854,8.08,11.13,17.37,20.0
I11,2021-01-27 01:00:00,51.4454,5.4854,14.62,18.05,21.79,17.0
I11,2021-01-28 01:00:00,51.4454,5.4854,10.79,13.55,16.33,4.0
I11,2021-01-29 01:00:00,51.4454,5.4854,7.21,11.48,17.94,12.0
I11,2021-01-30 01:00:00,51.4454,5.4854,10.27,11.04,13.29,17.0
I11,2021-01-31 01:00:00,51.4454,5.4854,18.58,19.64,20.87,24.0
I11,2021-02-01 01:00:00,51.4454,5.4854,26.96,30.42,33.94,21.0
I11,2021-02-02 01:00:00,51.4454,5.4854,18.4,22.24,26.3,15.0
I11,2021-02-03 01:00:00,51.4454,5.4854,8.11,11.25,16.1,17.0
I11,2021-02-04 01:00:00,51.4454,5.4854,9.2,13.9,23.2,19.0
I11,2021-02-05 01:00:00,51.4454,5.4854,10.44,13.58,19.88,28.0
I11,2021-02-06 01:00:00,51.4454,5.4854,26.29,30.72,33.0,14.0
I11,2021-02-07 01:00:00,51.4454,5.4854,15.95,18.13,20.65,8.0
I11,2021-02-08 01:00:00,51.4454,5.4854,16.85,19.47,22.86,15.0
I11,2021-02-09 01:00:00,51.4454,5.4854,16.68,18.96,22.0,22.0
I11,2021-02-10 01:00:00,51.4454,5.4854,15.39,17.4,20.33,28.0
I11,2021-02-11 01:00:00,51.4454,5.4854,10.24,11.65,15.04,36.0
I11,2021-02-12 01:00:00,51.4454,5.4854,14.81,16.75,21.0,42.0
I11,2021-02-13 01:00:00,51.4454,5.4854,12.7,14.79,19.57,53.0
I11,2021-02-14 01:00:00,51.4454,5.4854,7.03,8.05,11.34,46.0
I11,2021-02-15 01:00:00,51.4454,5.4854,10.24,12.19,16.24,20.0
I11,2021-02-16 01:00:00,51.4454,5.4854,8.15,9.8,13.59,15.0
I11,2021-02-17 01:00:00,51.4454,5.4854,7.58,12.17,19.84,22.0
I11,2021-02-18 01:00:00,51.4454,5.4854,5.62,8.08,13.14,24.0
I11,2021-02-19 01:00:00,51.4454,5.4854,7.33,9.55,14.48,20.0
I11,2021-02-20 01:00:00,51.4454,5.4854,7.9,11.71,21.46,14.0
I11,2021-02-21 01:00:00,51.4454,5.4854,6.23,8.38,13.97,25.0
I11,2021-02-22 01:00:00,51.4454,5.4854,7.33,10.83,19.15,43.0
I11,2021-02-23 01:00:00,51.4454,5.4854,8.88,15.29,29.81,19.0
I11,2021-02-24 01:00:00,51.4454,5.4854,10.36,18.76,36.42,16.0
I11,2021-02-25 01:00:00,51.4454,5.4854,13.11,21.49,38.76,18.0
I11,2021-02-26 01:00:00,51.4454,5.4854,7.91,12.02,19.92,22.0
I11,2021-02-27 01:00:00,51.4454,5.4854,19.86,24.63,31.22,10.0
I11,2021-02-28 01:00:00,51.4454,5.4854,17.4,19.87,24.46,14.0
I11,2021-03-01 01:00:00,51.4454,5.4854,28.21,32.74,35.45,16.0
I11,2021-03-02 01:00:00,51.4454,5.4854,22.75,26.72,31.22,43.0
I11,2021-03-03 01:00:00,51.4454,5.4854,26.87,36.6,43.43,67.0
I11,2021-03-04 01:00:00,51.4453,5.4854,21.88,32.53,37.26,33.0
I11,2021-03-05 01:00:00,51.4454,5.4854,7.61,9.27,13.17,47.0
I11,2021-03-06 01:00:00,51.4454,5.4854,7.43,9.49,14.25,39.0
I11,2021-03-07 01:00:00,51.4454,5.4854,14.01,15.73,19.3,30.0
I11,2021-03-08 01:00:00,51.4454,5.4854,30.63,35.65,41.73,36.0
I11,2021-03-09 01:00:00,51.4454,5.4854,16.69,19.7,23.42,15.0
I11,2021-03-10 01:00:00,51.4454,5.4854,23.99,26.79,31.45,21.0
I11,2021-03-11 01:00:00,51.4454,5.4854,9.79,12.72,17.75,33.0
I12,2021-01-01 01:00:00,51.4416,5.4714,22.46,26.25,30.4,25.0
I12,2021-01-02 01:00:00,51.4416,5.4714,28.72,35.81,40.06,19.0
I12,2021-01-03 01:00:00,51.4416,5.4714,20.92,27.19,30.35,13.0
I12,2021-01-04 01:00:00,51.4416,5.4714,3.68,4.08,6.13,9.0
I12,2021-01-05 01:00:00,51.4416,5.4714,14.58,15.53,16.67,9.0
I12,2021-01-06 01:00:00,51.4416,5.4714,11.93,13.13,16.38,20.0
I12,2021-01-07 01:00:00,51.4416,5.4714,5.32,6.31,9.29,21.0
I12,2021-01-08 01:00:00,51.4416,5.4714,4.59,5.18,7.65,12.0
I12,2021-01-09 01:00:00,51.4416,5.4714,15.05,16.6,19.5,13.0
I12,2021-01-10 01:00:00,51.4414,5.4713,22.57,25.11,29.2,28.0
I12,2021-01-11 01:00:00,51.4413,5.4713,19.34,21.63,24.7,20.0
I12,2021-01-12 01:00:00,51.4414,5.4714,3.3,5.05,9.27,18.0
I12,2021-01-13 01:00:00,51.4415,5.4714,7.76,11.52,18.64,32.0
I12,2021-01-14 01:00:00,51.4414,5.4714,6.33,8.68,13.66,27.0
I12,2021-01-15 01:00:00,51.4414,5.4714,15.09,16.65,20.39,22.0
I12,2021-01-16 01:00:00,51.4415,5.4714,20.26,21.75,24.17,26.0
I12,2021-01-17 01:00:00,51.4415,5.4714,14.67,19.1,24.79,17.0
I12,2021-01-18 01:00:00,51.4415,5.4714,9.73,13.93,20.52,20.0
I12,2021-01-19 01:00:00,51.4415,5.4714,4.44,6.03,9.86,7.0
I12,2021-01-20 01:00:00,51.4415,5.4714,3.61,4.58,7.77,7.0
I12,2021-01-21 01:00:00,51.4415,5.4714,2.86,4.54,8.65,15.0
I12,2021-01-22 01:00:00,51.4415,5.4714,6.42,8.66,13.05,38.0
I12,2021-01-23 01:00:00,51.4415,5.4714,8.81,10.85,14.79,26.0
I12,2021-01-24 01:00:00,51.4415,5.4714,7.96,9.41,12.95,23.0
I12,2021-01-25 01:00:00,51.4415,5.4713,13.06,14.93,19.14,28.0
I12,2021-01-26 01:00:00,51.4414,5.4713,6.57,9.73,15.85,21.0
I12,2021-01-27 01:00:00,51.4414,5.4713,13.34,16.33,20.29,26.0
I12,2021-01-28 01:00:00,51.4414,5.4713,9.42,11.96,14.68,13.0
I12,2021-01-29 01:00:00,51.4414,5.4713,6.74,10.94,17.47,11.0
I12,2021-01-30 01:00:00,51.4414,5.4713,6.9,7.65,10.1,16.0
I12,2021-01-31 01:00:00,51.4415,5.4714,14.88,15.71,17.36,23.0
I12,2021-02-01 01:00:00,51.4415,5.4714,24.3,27.27,30.79,25.0
I12,2021-02-02 01:00:00,51.4415,5.4714,16.94,20.49,24.45,19.0
I12,2021-02-03 01:00:00,51.4416,5.4714,7.52,10.44,15.11,20.0
I12,2021-02-04 01:00:00,51.4416,5.4714,8.06,13.03,21.52,22.0
I12,2021-02-05 01:00:00,51.4414,5.4714,8.77,12.01,18.17,30.0
I12,2021-02-06 01:00:00,51.4414,5.4714,23.77,27.39,30.02,22.0
I12,2021-02-07 01:00:00,51.4414,5.4714,13.85,15.67,18.19,10.0
I12,2021-02-08 01:00:00,51.4415,5.4714,15.76,18.02,21.11,14.0
I12,2021-02-09 01:00:00,51.4414,5.4714,15.47,17.44,20.38,24.0
I12,2021-02-10 01:00:00,51.4414,5.4713,14.13,15.94,19.2,28.0
I12,2021-02-11 01:00:00,51.4414,5.4713,8.26,9.52,12.6,37.0
I12,2021-02-12 01:00:00,51.4414,5.4713,13.28,15.05,18.85,36.0
I12,2021-02-13 01:00:00,51.4414,5.4713,11.33,13.07,16.77,45.0
I12,2021-02-14 01:00:00,51.4414,5.4713,5.22,6.02,9.25,31.0
I12,2021-02-15 01:00:00,51.4414,5.4712,7.93,9.91,13.89,22.0
I12,2021-02-16 01:00:00,51.4414,5.4713,6.48,8.17,11.85,12.0
I12,2021-02-17 01:00:00,51.4414,5.4712,7.06,11.61,19.15,13.0
I12,2021-02-18 01:00:00,51.4415,5.4713,4.83,7.14,11.92,18.0
I12,2021-02-19 01:00:00,51.4416,5.4715,6.02,8.28,13.25,18.0
I12,2021-02-20 01:00:00,51.4416,5.4715,7.29,11.59,23.38,12.0
I12,2021-02-21 01:00:00,51.4416,5.4714,5.75,8.16,14.53,21.0
I12,2021-02-22 01:00:00,51.4416,5.4715,6.92,10.87,21.95,39.0
I12,2021-02-23 01:00:00,51.4416,5.4715,8.94,16.48,35.31,17.0
I12,2021-02-24 01:00:00,51.4416,5.4715,10.58,20.1,43.21,17.0
I12,2021-02-25 01:00:00,51.4416,5.4715,12.95,22.48,45.32,29.0
I12,2021-02-26 01:00:00,51.4415,5.4714,7.55,12.03,19.62,39.0
I12,2021-02-27 01:00:00,51.4415,5.4713,17.55,22.17,28.61,27.0
I12,2021-02-28 01:00:00,51.4415,5.4713,14.85,17.32,21.95,15.0
I12,2021-03-01 01:00:00,51.4416,5.4714,27.03,30.59,33.54,16.0
I12,2021-03-02 01:00:00,51.4416,5.4715,21.62,25.22,30.0,35.0
I12,2021-03-03 01:00:00,51.4416,5.4715,28.74,37.49,45.25,55.0
I12,2021-03-04 01:00:00,51.4415,5.4714,22.4,31.76,36.66,29.0
I12,2021-03-05 01:00:00,51.4414,5.4713,6.25,7.93,12.1,30.0
I12,2021-03-06 01:00:00,51.4414,5.4713,5.69,7.85,12.64,33.0
I12,2021-03-07 01:00:00,51.4414,5.4715,11.79,13.46,17.22,32.0
I12,2021-03-08 01:00:00,51.4416,5.4715,30.32,34.47,40.38,39.0
I12,2021-03-09 01:00:00,51.4416,5.4715,15.92,18.32,22.04,23.0
I12,2021-03-10 01:00:00,51.4415,5.4714,21.64,24.0,28.79,9.0
I12,2021-03-11 01:00:00,51.4415,5.4714,8.12,10.96,16.34,16.0
I14,2021-01-20 01:00:00,51.4681,5.3902,2.49,3.55,7.01,2.0
I14,2021-01-21 01:00:00,51.4681,5.3901,2.79,4.55,9.27,17.0
I14,2021-01-22 01:00:00,51.4681,5.3901,5.89,7.8,12.78,25.0
I14,2021-01-23 01:00:00,51.4681,5.3901,8.83,10.69,14.76,24.0
I14,2021-01-24 01:00:00,51.4681,5.3901,8.11,9.51,13.42,20.0
I14,2021-01-25 01:00:00,51.4681,5.3901,13.8,15.74,20.42,17.0
I14,2021-01-26 01:00:00,51.4681,5.3901,6.28,9.26,16.32,12.0
I14,2021-01-27 01:00:00,51.4681,5.3901,14.52,18.17,22.01,14.0
I14,2021-01-28 01:00:00,51.4681,5.3901,9.23,11.41,13.83,5.0
I14,2021-01-29 01:00:00,51.4681,5.3901,6.4,10.69,18.31,5.0
I14,2021-01-30 01:00:00,51.4681,5.3901,8.16,8.94,11.37,16.0
I14,2021-01-31 01:00:00,51.4681,5.3901,16.75,17.82,19.29,21.0
I14,2021-02-01 01:00:00,51.4681,5.3901,26.62,30.1,33.82,22.0
I14,2021-02-02 01:00:00,51.4681,5.3901,17.52,21.24,25.99,13.0
I14,2021-02-03 01:00:00,51.4681,5.3901,7.26,10.5,16.39,11.0
I14,2021-02-04 01:00:00,51.4681,5.3901,8.01,12.65,24.05,18.0
I14,2021-02-05 01:00:00,51.4681,5.3901,8.26,11.05,17.52,23.0
I14,2021-02-06 01:00:00,51.4681,5.3901,24.11,27.88,30.07,14.0
I14,2021-02-07 01:00:00,51.4681,5.3901,14.57,16.61,19.26,7.0
I14,2021-02-08 01:00:00,51.4681,5.3901,16.2,18.71,22.02,11.0
I14,2021-02-09 01:00:00,51.4681,5.3901,16.26,18.58,21.78,21.0
I14,2021-02-10 01:00:00,51.4681,5.3901,14.29,16.19,19.16,22.0
I14,2021-02-11 01:00:00,51.4681,5.3901,10.0,11.29,14.38,25.0
I14,2021-02-12 01:00:00,51.4681,5.3901,14.89,16.75,20.64,32.0
I14,2021-02-13 01:00:00,51.4681,5.3901,11.86,13.57,17.31,42.0
I14,2021-02-14 01:00:00,51.4681,5.3901,5.05,5.86,9.0,33.0
I14,2021-02-15 01:00:00,51.4681,5.3901,8.43,10.34,14.56,16.0
I14,2021-02-16 01:00:00,51.4681,5.3901,7.25,8.9,12.95,7.0
I14,2021-02-17 01:00:00,51.4681,5.3901,7.01,11.74,21.14,6.0
I14,2021-02-18 01:00:00,51.4681,5.3901,4.54,6.93,12.96,15.0
I14,2021-02-19 01:00:00,51.4681,5.3901,5.97,8.03,13.65,12.0
I14,2021-02-20 01:00:00,51.4681,5.3901,6.56,10.21,22.1,11.0
I14,2021-02-21 01:00:00,51.4681,5.3901,4.98,7.12,13.55,21.0
I14,2021-02-22 01:00:00,51.4681,5.3901,6.24,9.66,19.79,31.0
I14,2021-02-23 01:00:00,51.4681,5.3901,8.48,15.13,31.93,15.0
I14,2021-02-24 01:00:00,51.4681,5.3901,9.68,18.02,38.95,11.0
I14,2021-02-25 01:00:00,51.4681,5.3901,13.13,22.11,43.45,17.0
I14,2021-02-26 01:00:00,51.4681,5.3901,6.91,10.66,18.65,23.0
I14,2021-02-27 01:00:00,51.4681,5.3901,17.92,21.49,27.04,21.0
I14,2021-02-28 01:00:00,51.4681,5.3901,16.43,18.68,23.09,20.0
I14,2021-03-01 01:00:00,51.4681,5.3901,27.39,31.07,34.21,18.0
I14,2021-03-02 01:00:00,51.4681,5.3901,22.32,25.97,30.58,46.0
I14,2021-03-03 01:00:00,51.4681,5.3901,29.91,40.14,48.48,58.0
I14,2021-03-04 01:00:00,51.4681,5.3901,22.44,34.87,40.49,36.0
I14,2021-03-05 01:00:00,51.4681,5.3901,6.21,8.68,19.14,56.0
I14,2021-03-06 01:00:00,51.4681,5.3901,5.87,8.12,14.05,40.0
I14,2021-03-07 01:00:00,51.4681,5.3901,12.6,14.21,17.95,29.0
I14,2021-03-08 01:00:00,51.4681,5.3901,32.21,37.02,42.2,38.0
I14,2021-03-09 01:00:00,51.4681,5.3901,16.15,19.16,23.12,25.0
I14,2021-03-10 01:00:00,51.4681,5.3901,24.48,27.33,32.06,22.0
I14,2021-03-11 01:00:00,51.4682,5.3901,8.85,11.78,17.35,18.0
I17,2021-01-11 01:00:00,51.4136,5.4707,14.87,17.06,20.88,3.0
I17,2021-01-12 01:00:00,51.4136,5.4707,3.01,4.71,9.13,20.0
I17,2021-01-13 01:00:00,51.4136,5.4707,8.26,11.65,19.03,29.0
I17,2021-01-14 01:00:00,51.4136,5.4708,6.39,8.56,13.35,24.0
I17,2021-01-15 01:00:00,51.4136,5.4707,17.33,19.15,22.77,20.0
I17,2021-01-16 01:00:00,51.4136,5.4707,22.88,24.89,26.76,16.0
I17,2021-01-17 01:00:00,51.4136,5.4707,14.49,18.93,24.78,12.0
I17,2021-01-18 01:00:00,51.4136,5.4707,10.02,13.87,20.36,14.0
I17,2021-01-19 01:00:00,51.4136,5.4707,4.74,6.2,10.06,8.0
I17,2021-01-20 01:00:00,51.4137,5.4707,3.72,4.66,7.56,11.0
I17,2021-01-21 01:00:00,51.4137,5.4708,2.56,4.21,8.37,22.0
I17,2021-01-22 01:00:00,51.4137,5.4708,6.44,8.37,12.52,27.0
I17,2021-01-23 01:00:00,51.4137,5.4708,9.82,11.71,15.62,18.0
I17,2021-01-24 01:00:00,51.4135,5.4707,9.08,10.46,14.09,11.0
I17,2021-01-25 01:00:00,51.4136,5.4707,15.33,17.31,21.21,13.0
I17,2021-01-26 01:00:00,51.4136,5.4707,6.65,9.53,15.89,14.0
I17,2021-01-27 01:00:00,51.4136,5.4707,13.08,16.57,20.23,14.0
I17,2021-01-28 01:00:00,51.4136,5.4707,8.58,11.47,14.57,6.0
I17,2021-01-29 01:00:00,51.4136,5.4708,6.26,10.31,17.44,9.0
I17,2021-01-30 01:00:00,51.4136,5.4708,8.74,9.51,11.91,15.0
I17,2021-01-31 01:00:00,51.4136,5.4707,16.78,17.95,19.2,19.0
I17,2021-02-01 01:00:00,51.4136,5.4708,24.77,28.85,32.16,19.0
I17,2021-02-02 01:00:00,51.4136,5.4708,16.1,19.84,24.03,9.0
I17,2021-02-03 01:00:00,51.4136,5.4707,7.01,9.96,14.8,13.0
I17,2021-02-04 01:00:00,51.4136,5.4708,7.05,11.24,20.74,14.0
I17,2021-02-05 01:00:00,51.4136,5.4709,9.04,11.85,18.14,19.0
I17,2021-02-06 01:00:00,51.4136,5.4708,23.43,28.22,30.95,12.0
I17,2021-02-07 01:00:00,51.4136,5.4708,15.31,17.56,19.98,11.0
I17,2021-02-08 01:00:00,51.4137,5.4708,16.94,19.82,23.14,16.0
I17,2021-02-09 01:00:00,51.4137,5.4708,16.81,19.38,22.23,23.0
I17,2021-02-10 01:00:00,51.4137,5.4707,15.58,17.83,20.41,25.0
I17,2021-02-11 01:00:00,51.4137,5.4707,10.45,11.73,14.8,24.0
I17,2021-02-12 01:00:00,51.4137,5.4707,14.89,16.84,20.76,23.0
I17,2021-02-13 01:00:00,51.4136,5.4707,12.68,14.42,18.06,24.0
I17,2021-02-14 01:00:00,51.4136,5.4707,5.58,6.43,9.32,17.0
I17,2021-02-15 01:00:00,51.4136,5.4708,9.01,10.98,14.74,8.0
I17,2021-02-16 01:00:00,51.4136,5.4707,7.38,9.0,12.71,12.0
I17,2021-02-17 01:00:00,51.4136,5.4707,6.27,10.21,17.68,16.0
I17,2021-02-18 01:00:00,51.4136,5.4707,4.54,6.79,12.03,18.0
I17,2021-02-19 01:00:00,51.4136,5.4707,6.15,8.09,12.91,18.0
I17,2021-02-20 01:00:00,51.4136,5.4707,7.27,10.88,22.82,11.0
I17,2021-02-21 01:00:00,51.4136,5.4707,5.45,7.54,13.61,20.0
I17,2021-02-22 01:00:00,51.4136,5.4707,7.13,10.59,20.07,28.0
I17,2021-02-23 01:00:00,51.4136,5.4707,8.24,14.22,30.27,11.0
I17,2021-02-24 01:00:00,51.4136,5.4708,9.55,17.13,37.79,13.0
I17,2021-02-25 01:00:00,51.4136,5.4708,12.64,20.42,40.28,17.0
I17,2021-02-26 01:00:00,51.4136,5.4708,6.97,10.88,18.54,26.0
I17,2021-02-27 01:00:00,51.4136,5.4707,18.65,23.11,29.43,16.0
I17,2021-02-28 01:00:00,51.4136,5.4708,17.17,20.01,24.7,15.0
I17,2021-03-01 01:00:00,51.4136,5.4707,26.33,32.34,35.84,13.0
I17,2021-03-02 01:00:00,51.4136,5.4707,21.4,25.47,29.84,25.0
I17,2021-03-03 01:00:00,51.4136,5.4707,26.11,35.81,43.16,36.0
I17,2021-03-04 01:00:00,51.4136,5.4707,19.79,31.09,36.16,20.0
I17,2021-03-05 01:00:00,51.4136,5.4707,6.48,8.19,12.03,24.0
I17,2021-03-06 01:00:00,51.4136,5.4707,6.72,8.69,13.06,28.0
I17,2021-03-07 01:00:00,51.4136,5.4707,11.83,13.53,17.09,28.0
I17,2021-03-08 01:00:00,51.4136,5.4707,28.72,34.48,39.91,36.0
I17,2021-03-09 01:00:00,51.4136,5.4707,15.09,18.53,22.28,26.0
I17,2021-03-10 01:00:00,51.4136,5.4707,21.99,24.99,29.55,23.0
I17,2021-03-11 01:00:00,51.4136,5.4707,8.0,10.82,16.34,20.0
I19,2021-01-07 01:00:00,51.4332,5.5197,3.82,4.82,8.93,18.0
I19,2021-01-08 01:00:00,51.4332,5.5196,5.51,6.19,8.85,13.0
I19,2021-01-09 01:00:00,51.4332,5.5197,13.22,14.72,18.82,32.0
I19,2021-01-10 01:00:00,51.4332,5.5197,20.24,23.13,28.63,43.0
I19,2021-01-11 01:00:00,51.4332,5.5197,19.04,22.25,27.32,32.0
I19,2021-01-12 01:00:00,51.4332,5.5198,3.47,5.15,11.21,35.0
I19,2021-01-13 01:00:00,51.4331,5.5198,7.33,10.91,22.77,40.0
I19,2021-01-14 01:00:00,51.4333,5.5198,5.28,7.31,13.66,30.0
I19,2021-01-15 01:00:00,51.4332,5.5198,13.46,15.0,19.06,28.0
I19,2021-01-16 01:00:00,51.4332,5.5198,17.88,19.64,23.16,23.0
I19,2021-01-17 01:00:00,51.4332,5.5198,13.0,17.44,27.1,17.0
I19,2021-01-18 01:00:00,51.4332,5.5197,9.79,14.02,25.69,31.0
I19,2021-01-19 01:00:00,51.4331,5.5197,5.94,7.68,13.48,19.0
I19,2021-01-20 01:00:00,51.4332,5.5197,5.23,6.34,10.63,23.0
I19,2021-01-21 01:00:00,51.4332,5.5197,4.8,6.69,12.65,24.0
I19,2021-01-22 01:00:00,51.4332,5.5197,6.84,9.0,15.84,40.0
I19,2021-01-23 01:00:00,51.4332,5.5197,8.48,10.32,15.98,22.0
I19,2021-01-24 01:00:00,51.4332,5.5197,7.27,8.56,13.1,21.0
I19,2021-01-25 01:00:00,51.4332,5.5197,12.21,13.98,19.55,28.0
I19,2021-01-26 01:00:00,51.4331,5.5197,6.67,9.69,19.69,28.0
I19,2021-01-27 01:00:00,51.4332,5.5198,12.98,16.4,21.28,21.0
I19,2021-01-28 01:00:00,51.4332,5.5198,8.97,11.75,15.75,12.0
I19,2021-01-29 01:00:00,51.4332,5.5198,6.61,10.7,20.78,17.0
I19,2021-01-30 01:00:00,51.4332,5.5197,6.43,7.12,10.1,27.0
I19,2021-01-31 01:00:00,51.4332,5.5197,12.12,12.97,15.15,25.0
I19,2021-02-01 01:00:00,51.4333,5.5198,21.12,24.29,28.8,17.0
I19,2021-02-02 01:00:00,51.4332,5.5197,14.85,18.53,26.07,17.0
I19,2021-02-03 01:00:00,51.4332,5.5197,7.6,10.84,19.54,24.0
I19,2021-02-04 01:00:00,51.4331,5.5198,7.58,12.03,27.23,30.0
I19,2021-02-05 01:00:00,51.4332,5.5198,8.71,11.69,21.42,29.0
I19,2021-02-06 01:00:00,51.4333,5.5197,20.56,24.47,28.01,14.0
I19,2021-02-07 01:00:00,51.4332,5.5198,10.77,12.5,15.61,24.0
I19,2021-02-08 01:00:00,51.4332,5.5197,12.45,14.69,18.52,38.0
I19,2021-02-09 01:00:00,51.4332,5.5197,12.39,14.34,18.02,44.0
I19,2021-02-10 01:00:00,51.4331,5.5198,12.27,14.12,17.86,42.0
I19,2021-02-11 01:00:00,51.4333,5.5198,7.6,8.85,12.78,34.0
I19,2021-02-12 01:00:00,51.4332,5.5198,11.25,13.0,17.25,33.0
I19,2021-02-13 01:00:00,51.4331,5.5197,9.16,10.7,14.87,40.0
I19,2021-02-14 01:00:00,51.4332,5.5197,4.16,4.86,8.32,32.0
I19,2021-02-15 01:00:00,51.4332,5.5198,8.06,10.06,15.99,15.0
I19,2021-02-16 01:00:00,51.4331,5.5197,7.12,8.88,14.5,19.0
I19,2021-02-17 01:00:00,51.4332,5.5199,7.19,11.74,24.88,24.0
I19,2021-02-18 01:00:00,51.4332,5.5198,4.79,7.01,14.57,28.0
I19,2021-02-19 01:00:00,51.4331,5.5197,6.86,9.31,16.85,30.0
I19,2021-02-20 01:00:00,51.4331,5.5197,5.98,9.4,26.49,15.0
I19,2021-02-21 01:00:00,51.4331,5.5197,4.67,6.7,16.39,20.0
I19,2021-02-22 01:00:00,51.4332,5.5196,6.55,10.38,27.85,41.0
I19,2021-02-23 01:00:00,51.4332,5.5198,8.37,15.13,44.36,18.0
I19,2021-02-24 01:00:00,51.4332,5.5198,9.17,17.89,55.38,20.0
I19,2021-02-25 01:00:00,51.4333,5.5198,11.67,20.19,55.67,23.0
I19,2021-02-26 01:00:00,51.4332,5.5197,6.92,10.96,23.06,28.0
I19,2021-02-27 01:00:00,51.4332,5.5197,15.76,20.17,30.03,16.0
I19,2021-02-28 01:00:00,51.4332,5.5198,14.02,16.21,21.69,22.0
I19,2021-03-01 01:00:00,51.4333,5.5197,23.32,27.54,32.3,24.0
I19,2021-03-02 01:00:00,51.4332,5.5197,18.11,21.62,28.05,46.0
I19,2021-03-03 01:00:00,51.4332,5.5198,24.4,33.44,45.69,58.0
I19,2021-03-04 01:00:00,51.4332,5.5198,19.79,28.73,34.53,27.0
I19,2021-03-05 01:00:00,51.4332,5.5198,5.62,7.15,12.52,44.0
I19,2021-03-06 01:00:00,51.4332,5.5197,5.84,7.65,13.84,41.0
I19,2021-03-07 01:00:00,51.4332,5.5197,10.65,12.2,16.69,37.0
I19,2021-03-08 01:00:00,51.4332,5.5197,26.54,31.06,37.44,46.0
I19,2021-03-09 01:00:00,51.4332,5.5197,14.35,17.1,21.89,26.0
I19,2021-03-10 01:00:00,51.4331,5.5197,20.47,23.52,29.11,27.0
I19,2021-03-11 01:00:00,51.4332,5.5198,8.77,11.67,19.21,28.0
I22,2021-01-11 01:00:00,51.4372,5.4233,14.3,16.8,21.93,3.0
I22,2021-01-12 01:00:00,51.4372,5.4233,3.77,5.47,11.05,19.0
I22,2021-01-13 01:00:00,51.4372,5.4233,7.25,10.69,22.25,41.0
I22,2021-01-14 01:00:00,51.4372,5.4233,6.38,8.64,15.68,43.0
I22,2021-01-15 01:00:00,51.4372,5.4233,14.28,15.83,20.05,40.0
I22,2021-01-16 01:00:00,51.4372,5.4233,18.29,19.97,23.66,37.0
I22,2021-01-17 01:00:00,51.4372,5.4233,12.38,16.7,26.56,22.0
I22,2021-01-18 01:00:00,51.4372,5.4233,10.04,14.33,26.19,24.0
I22,2021-01-19 01:00:00,51.4372,5.4233,5.84,7.54,12.5,9.0
I22,2021-01-20 01:00:00,51.4372,5.4233,4.58,5.6,9.58,12.0
I22,2021-01-21 01:00:00,51.4372,5.4233,4.31,6.19,11.55,26.0
I22,2021-01-22 01:00:00,51.4372,5.4233,7.16,9.54,16.24,47.0
I22,2021-01-23 01:00:00,51.4372,5.4233,8.76,10.72,16.28,35.0
I22,2021-01-24 01:00:00,51.4372,5.4233,7.9,9.38,13.97,28.0
I22,2021-01-25 01:00:00,51.4372,5.4233,12.71,14.77,20.47,30.0
I22,2021-01-26 01:00:00,51.4372,5.4233,6.74,9.83,19.61,23.0
I22,2021-01-27 01:00:00,51.4372,5.4233,12.4,15.95,20.71,27.0
I22,2021-01-28 01:00:00,51.4372,5.4233,9.33,11.85,16.02,16.0
I22,2021-01-29 01:00:00,51.4372,5.4233,6.9,11.15,21.68,14.0
I22,2021-01-30 01:00:00,51.4372,5.4233,7.44,8.19,11.39,20.0
I22,2021-01-31 01:00:00,51.4372,5.4233,14.0,15.0,17.53,29.0
I22,2021-02-01 01:00:00,51.4372,5.4233,21.69,24.93,29.53,37.0
I22,2021-02-02 01:00:00,51.4372,5.4233,15.65,19.59,26.97,25.0
I22,2021-02-03 01:00:00,51.4372,5.4233,7.31,10.46,18.2,23.0
I22,2021-02-04 01:00:00,51.4372,5.4233,7.99,12.7,27.88,29.0
I22,2021-02-05 01:00:00,51.4372,5.4233,9.33,12.51,22.43,42.0
I22,2021-02-06 01:00:00,51.4372,5.4233,21.17,25.14,29.31,26.0
I22,2021-02-07 01:00:00,51.4372,5.4233,12.58,14.45,17.74,15.0
I22,2021-02-08 01:00:00,51.4372,5.4233,14.25,16.7,20.9,21.0
I22,2021-02-09 01:00:00,51.4372,5.4233,14.17,16.42,20.46,34.0
I22,2021-02-10 01:00:00,51.4372,5.4233,12.7,14.52,18.26,36.0
I22,2021-02-11 01:00:00,51.4372,5.4233,8.28,9.55,13.48,45.0
I22,2021-02-12 01:00:00,51.4372,5.4233,12.3,14.08,18.37,36.0
I22,2021-02-13 01:00:00,51.4372,5.4233,10.36,11.99,16.39,46.0
I22,2021-02-14 01:00:00,51.4372,5.4233,5.25,6.13,10.28,28.0
I22,2021-02-15 01:00:00,51.4372,5.4233,8.92,11.19,16.96,22.0
I22,2021-02-16 01:00:00,51.4373,5.4233,7.44,9.32,14.82,22.0
